rheaid	reactionEquation	compoundID_L	compoundID_R	compoundName_L	compoundName_R	direction
RHEA:18957	(4R)-limonene + O2 + reduced [NADPH--hemoprotein reductase] = (1R,5S)-carveol + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]	CHEBI:15382	CHEBI:15388	(4R)-limonene	(1R,5S)-carveol	L>R
RHEA:18973	2-oxoglutarate + deacetoxyvindoline + O2 = 4-O-deacetylvindoline + CO2 + succinate	CHEBI:57965	CHEBI:58461	deacetoxyvindoline	4-O-deacetylvindoline	L>R
RHEA:19001	4beta-hydroxymethyl-4alpha-methyl-5alpha-cholest-7-en-3beta-ol + H(+) + NADPH + O2 = 3beta-hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carbaldehyde + 2 H2O + NADP(+)	CHEBI:15717	CHEBI:16286	4beta-hydroxymethyl-4alpha-methyl-5alpha-cholest-7-en-3beta-ol	3beta-hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carbaldehyde	L>R
RHEA:19005	4beta-hydroxymethyl-4alpha-methyl-5alpha-cholest-7-en-3beta-ol + H(+) + NADH + O2 = 3beta-hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carbaldehyde + 2 H2O + NAD(+)	CHEBI:15717	CHEBI:16286	4beta-hydroxymethyl-4alpha-methyl-5alpha-cholest-7-en-3beta-ol	3beta-hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carbaldehyde	L>R
RHEA:19041	(25R)-cholest-5-ene-3beta,26-diol + O2 + reduced [NADPH--hemoprotein reductase] = (25R)-cholest-5-en-3beta,7alpha,26-triol + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]	CHEBI:76591	CHEBI:76592	(25R)-cholest-5-ene-3beta,26-diol	(25R)-cholest-5-en-3beta,7alpha,26-triol	L>R
RHEA:19073	[I-kappa-B protein]-L-serine + ATP = [I-kappa-B protein]-O-phospho-L-serine + ADP + H(+)	GENERIC:13698	GENERIC:13699	[I-kappa-B protein]-L-serine	[I-kappa-B protein]-O-phospho-L-serine	L>R
RHEA:19089	S-adenosyl-L-methionine + uroporphyrinogen III = H(+) + precorrin-1 + S-adenosyl-L-homocysteine	CHEBI:57308	CHEBI:58893	uroporphyrinogen III	precorrin-1	L>R
RHEA:19093	2 H(+) + siroheme = 12,18-didecarboxysiroheme + 2 CO2	CHEBI:60052	CHEBI:140497	siroheme	12,18-didecarboxysiroheme	L>R
RHEA:19117	dopamine + 2 L-ascorbate + O2 = (R)-noradrenaline + H2O + 2 monodehydro-L-ascorbate radical	CHEBI:59905	CHEBI:72587	dopamine	(R)-noradrenaline	L>R
RHEA:19121	an S-substituted glutathione(in) + ATP + H2O = ADP + an S-substituted glutathione(out) + H(+) + phosphate	CHEBI:90779	CHEBI:90779	an S-substituted glutathione	an S-substituted glutathione	L>R
RHEA:19129	ATP + thymidine = ADP + dTMP + H(+)	CHEBI:17748	CHEBI:63528	thymidine	dTMP	L>R
RHEA:19161	2 2-aminophenol + O2 = 2 6-iminocyclohexa-2,4-dienone + 2 H2O	CHEBI:18112	CHEBI:55409	2-aminophenol	6-iminocyclohexa-2,4-dienone	L>R
RHEA:19173	H(+) + NADH + naphthalene + O2 = (1R,2S)-1,2-dihydronaphthalene-1,2-diol + NAD(+)	CHEBI:16482	CHEBI:44343	naphthalene	(1R,2S)-1,2-dihydronaphthalene-1,2-diol	L>R
RHEA:19189	[dihydrolipoyllysine-residue acetyltransferase]-(R)-N(6)-lipoyl-L-lysine + H(+) + pyruvate = [dihydrolipoyllysine-residue acetyltransferase]-(R)-N(6)-(S(8)-acetyldihydrolipoyl)-L-lysine + CO2	GENERIC:10480	GENERIC:10481	[dihydrolipoyllysine-residue acetyltransferase]-(R)-N(6)-lipoyl-L-lysine	[dihydrolipoyllysine-residue acetyltransferase]-(R)-N(6)-(S(8)-acetyldihydrolipoyl)-L-lysine	L>R
RHEA:19201	2'-deoxyguanosine + ATP = ADP + dGMP + H(+)	CHEBI:17172	CHEBI:57673	2'-deoxyguanosine	dGMP	L>R
RHEA:19225	glycyl-[formate C-acetyltransferase] + reduced [flavodoxin] + S-adenosyl-L-methionine = 5'-deoxyadenosine + glycin-2-yl radical-[formate C-acetyltransferase] + H(+) + L-methionine + semiquinone [flavodoxin]	GENERIC:12190	GENERIC:12191,GENERIC:14480	glycyl-[formate C-acetyltransferase]	glycin-2-yl radical-[formate C-acetyltransferase],semiquinone [flavodoxin]	L>R
RHEA:19229	AMP + an aromatic aldehyde + diphosphate + NADP(+) = an aromatic carboxylate + ATP + H(+) + NADPH	CHEBI:33855	CHEBI:91007	an aromatic aldehyde	an aromatic carboxylate	L>R
RHEA:19241	ent-kaur-16-en-19-oate + O2 + reduced [NADPH--hemoprotein reductase] = ent-7alpha-hydroxykaur-16-en-19-oate + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]	CHEBI:57297	CHEBI:57298	ent-kaur-16-en-19-oate	ent-7alpha-hydroxykaur-16-en-19-oate	L>R
RHEA:19269	2-furoate + ATP + CoA = 2-furoyl-CoA + AMP + diphosphate	CHEBI:16739	CHEBI:57333	2-furoate	2-furoyl-CoA	L>R
RHEA:19277	ATP + L-pyrrolysine + tRNA(Pyl) = AMP + diphosphate + L-pyrrolysyl-tRNA(Pyl)	CHEBI:58499,GENERIC:9720	GENERIC:9721	L-pyrrolysine,tRNA(Pyl)	L-pyrrolysyl-tRNA(Pyl)	L>R
RHEA:19281	(7S)-marmesin + O2 + reduced [NADPH--hemoprotein reductase] = acetone + H(+) + 2 H2O + oxidized [NADPH--hemoprotein reductase] + psoralen	CHEBI:6695	CHEBI:27616	(7S)-marmesin	psoralen	L>R
RHEA:19293	a monoacylglycerol + ATP = ADP + H(+) + monoacyl-sn-glycero-3-phosphate	CHEBI:17408	CHEBI:77589	a monoacylglycerol	monoacyl-sn-glycero-3-phosphate	L>R
RHEA:19301	histamine + S-adenosyl-L-methionine = H(+) + N(tau)-methylhistamine + S-adenosyl-L-homocysteine	CHEBI:58432	CHEBI:58600	histamine	N(tau)-methylhistamine	L>R
RHEA:19305	3-hydroxybenzoyl-CoA + 2 H(+) + 3 malonyl-CoA = 2,3',4,6-tetrahydroxybenzophenone + 3 CO2 + 4 CoA	CHEBI:57342	CHEBI:77647	3-hydroxybenzoyl-CoA	2,3',4,6-tetrahydroxybenzophenone	L>R
RHEA:19317	5-amino-1-(5-phospho-beta-D-ribosyl)imidazole + ATP + hydrogencarbonate = 5-carboxyamino-1-(5-phospho-D-ribosyl)imidazole + ADP + 2 H(+) + phosphate	CHEBI:137981	CHEBI:58730	5-amino-1-(5-phospho-beta-D-ribosyl)imidazole	5-carboxyamino-1-(5-phospho-D-ribosyl)imidazole	L>R
RHEA:19325	H(+) + NADH + O2 + quinolin-4-ol = H2O + NAD(+) + quinoline-3,4-diol	CHEBI:15815	CHEBI:28788	quinolin-4-ol	quinoline-3,4-diol	L>R
RHEA:19333	H(+) + oxalyl-CoA = CO2 + formyl-CoA	CHEBI:57388	CHEBI:57376	oxalyl-CoA	formyl-CoA	L>R
RHEA:19413	ATP + L-phenylalanine + tRNA(Phe) = AMP + diphosphate + H(+) + L-phenylalanyl-tRNA(Phe)	GENERIC:9668	GENERIC:9699	tRNA(Phe)	L-phenylalanyl-tRNA(Phe)	L>R
RHEA:19425	H(+) + imidazole-4-acetate + NADH + O2 = 5-hydroxyimidazole-4-acetate + H2O + NAD(+)	CHEBI:57969	CHEBI:58565	imidazole-4-acetate	5-hydroxyimidazole-4-acetate	L>R
RHEA:19429	[beta-adrenergic receptor] + ATP = [beta-adrenergic receptor]-phosphate + ADP + H(+)	GENERIC:11222	GENERIC:11223	[beta-adrenergic receptor]	[beta-adrenergic receptor]-phosphate	L>R
RHEA:19441	benzene-1,2,4-triol + O2 = 3-hydroxy-cis,cis-muconate + 2 H(+)	CHEBI:16971	CHEBI:58139	benzene-1,2,4-triol	3-hydroxy-cis,cis-muconate	L>R
RHEA:19461	3-O-(beta-D-galactosyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-xylosyl)-L-seryl-[protein] + ATP = 3-O-(beta-D-galactosyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-2-O-phosphoxylosyl)-L-seryl-[protein] + ADP + H(+)	GENERIC:12571	GENERIC:14558	3-O-(beta-D-galactosyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-xylosyl)-L-seryl-[protein]	3-O-(beta-D-galactosyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-2-O-phosphoxylosyl)-L-seryl-[protein]	L>R
RHEA:19489	dibenzothiophene 5,5-dioxide + FMNH2 + O2 = 2'-hydroxybiphenyl-2-sulfinate + FMN-N(5)-oxide + 2 H(+)	CHEBI:90356	CHEBI:144890,CHEBI:18218	dibenzothiophene 5,5-dioxide	FMN-N(5)-oxide,2'-hydroxybiphenyl-2-sulfinate	L>R
RHEA:19533	2 H(+) + 2 H2O + N(2)-succinyl-L-arginine = CO2 + N(2)-succinyl-L-ornithine + 2 NH4(+)	CHEBI:58241	CHEBI:58514	N(2)-succinyl-L-arginine	N(2)-succinyl-L-ornithine	L>R
RHEA:19557	AH2 + O2 + pregna-4,9(11)-diene-3,20-dione = 9,11alpha-epoxypregn-4-ene-3,20-dione + A + H2O	CHEBI:16744	CHEBI:17206	pregna-4,9(11)-diene-3,20-dione	9,11alpha-epoxypregn-4-ene-3,20-dione	L>R
RHEA:19569	5-aminomethyl-2-thiouridine(34) in tRNA + S-adenosyl-L-methionine = 5-methylaminomethyl-2-thiouridine(34) in tRNA + H(+) + S-adenosyl-L-homocysteine	GENERIC:10197	GENERIC:10195	5-aminomethyl-2-thiouridine(34) in tRNA	5-methylaminomethyl-2-thiouridine(34) in tRNA	L>R
RHEA:19573	[phosphate](n) + ATP = [phosphate](n+1) + ADP	POLYMER:9859	POLYMER:14280	[phosphate](n)	[phosphate](n+1)	L>R
RHEA:19581	N(6)-dimethylallyladenine + S-adenosyl-L-methionine = discadenine + H(+) + S-methyl-5'-thioadenosine	CHEBI:17660	CHEBI:57585	N(6)-dimethylallyladenine	discadenine	L>R
RHEA:19601	H(+) + NADH + O2 + orcinol = 2,3,5-trihydroxytoluene + H2O + NAD(+)	CHEBI:16536	CHEBI:17185	orcinol	2,3,5-trihydroxytoluene	L>R
RHEA:19609	adenosine(1518)/adenosine(1519) in 16S rRNA + 4 S-adenosyl-L-methionine = 4 H(+) + N(6)-dimethyladenosine(1518)/N(6)-dimethyladenosine(1519) in 16S rRNA + 4 S-adenosyl-L-homocysteine	GENERIC:10232	GENERIC:10233	adenosine(1518)/adenosine(1519) in 16S rRNA	N(6)-dimethyladenosine(1518)/N(6)-dimethyladenosine(1519) in 16S rRNA	L>R
RHEA:19617	a 5'-end (N(7)-methyl 5'-triphosphoguanosine)-(purine-ribonucleotide) in mRNA + S-adenosyl-L-methionine = a 5'-end (N(7)-methyl 5'-triphosphoguanosine)-(2'-O-methyl-purine-ribonucleotide) in mRNA + H(+) + S-adenosyl-L-homocysteine	GENERIC:12925	GENERIC:12926	a 5'-end (N(7)-methyl 5'-triphosphoguanosine)-(purine-ribonucleotide) in mRNA	a 5'-end (N(7)-methyl 5'-triphosphoguanosine)-(2'-O-methyl-purine-ribonucleotide) in mRNA	L>R
RHEA:19649	ATP + L-aspartate + tRNA(Asp) = AMP + diphosphate + L-aspartyl-tRNA(Asp)	GENERIC:9660	GENERIC:9678	tRNA(Asp)	L-aspartyl-tRNA(Asp)	L>R
RHEA:19673	1,2,3-trihydroxybenzene + O2 = (2Z,4E)-2-hydroxyhexa-2,4-dienedioate + 2 H(+)	CHEBI:16164	CHEBI:28080	1,2,3-trihydroxybenzene	(2Z,4E)-2-hydroxyhexa-2,4-dienedioate	L>R
RHEA:19677	9'-cis-neoxanthin + O2 = (3S,5R,6R)-3,5-dihydroxy-6,7-didehydro-5,6-dihydro-12'-apo-beta-caroten-12'-al + 2-cis,4-trans-xanthoxin	CHEBI:35306	CHEBI:32304,CHEBI:34596	9'-cis-neoxanthin	2-cis,4-trans-xanthoxin,(3S,5R,6R)-3,5-dihydroxy-6,7-didehydro-5,6-dihydro-12'-apo-beta-caroten-12'-al	L>R
RHEA:19725	H(+) + UDP-alpha-D-galacturonate = CO2 + UDP-beta-L-arabinopyranose	CHEBI:57635	CHEBI:61457	UDP-alpha-D-galacturonate	UDP-beta-L-arabinopyranose	L>R
RHEA:19753	ATP + diphthine-[translation elongation factor 2] + NH4(+) = AMP + diphosphate + diphthamide-[translation elongation factor 2] + H(+)	GENERIC:10172	GENERIC:10174	diphthine-[translation elongation factor 2]	diphthamide-[translation elongation factor 2]	L>R
RHEA:19785	2-oxoglutarate + dihydroclavaminate + O2 = clavaminate + CO2 + H2O + succinate	CHEBI:57301	CHEBI:57300	dihydroclavaminate	clavaminate	L>R
RHEA:19801	ATP + D-pantetheine 4'-phosphate + H(+) = 3'-dephospho-CoA + diphosphate	CHEBI:61723	CHEBI:57328	D-pantetheine 4'-phosphate	3'-dephospho-CoA	L>R
RHEA:19841	H2O + N-formylmethanofuran + 2 oxidized [2Fe-2S]-[ferredoxin] = CO2 + H(+) + methanofuran + 2 reduced [2Fe-2S]-[ferredoxin]	CHEBI:57727	CHEBI:58151	N-formylmethanofuran	methanofuran	L>R
RHEA:19845	nocardicin E + S-adenosyl-L-methionine = H(+) + isonocardicin A + S-methyl-5'-thioadenosine	CHEBI:77885	CHEBI:77633	nocardicin E	isonocardicin A	L>R
RHEA:19865	4 H(+) + uroporphyrinogen III = 4 CO2 + coproporphyrinogen III	CHEBI:57308	CHEBI:57309	uroporphyrinogen III	coproporphyrinogen III	L>R
RHEA:19885	(S)-reticuline + O2 = (S)-scoulerine + H(+) + H2O2	CHEBI:57873	CHEBI:17129	(S)-reticuline	(S)-scoulerine	L>R
RHEA:19893	4-amino-2-methyl-5-(phosphooxymethyl)pyrimidine + ATP = 4-amino-2-methyl-5-(diphosphooxymethyl)pyrimidine + ADP	CHEBI:58354	CHEBI:57841	4-amino-2-methyl-5-(phosphooxymethyl)pyrimidine	4-amino-2-methyl-5-(diphosphooxymethyl)pyrimidine	L>R
RHEA:19941	norcoclaurine + S-adenosyl-L-methionine = coclaurine + H(+) + S-adenosyl-L-homocysteine	CHEBI:58482	CHEBI:58481	norcoclaurine	coclaurine	L>R
RHEA:19957	2 5'-dehydroinosine + O2 = 2 9-riburonosylhypoxanthine + 2 H(+)	CHEBI:27427	CHEBI:58218	5'-dehydroinosine	9-riburonosylhypoxanthine	L>R
RHEA:20021	2-oxoglutarate + deoxyamidinoproclavaminate + O2 = amidinoproclavaminate + CO2 + succinate	CHEBI:57303	CHEBI:58647	deoxyamidinoproclavaminate	amidinoproclavaminate	L>R
RHEA:20065	2'-deoxymugineate + 2-oxoglutarate + O2 = 3-epihydroxy-2'-deoxymugineate + CO2 + H(+) + succinate	CHEBI:58487	CHEBI:58684	2'-deoxymugineate	3-epihydroxy-2'-deoxymugineate	L>R
RHEA:20077	guanosine(18) in tRNA + S-adenosyl-L-methionine = 2'-O-methylguanosine(18) in tRNA + H(+) + S-adenosyl-L-homocysteine	GENERIC:10190	GENERIC:10192	guanosine(18) in tRNA	2'-O-methylguanosine(18) in tRNA	L>R
RHEA:20117	ATP + L-rhamnulose = ADP + H(+) + L-rhamnulose 1-phosphate	CHEBI:17897	CHEBI:58313	L-rhamnulose	L-rhamnulose 1-phosphate	L>R
RHEA:20121	ATP + L-glutamine + tRNA(Gln) = AMP + diphosphate + L-glutaminyl-tRNA(Gln)	GENERIC:9662	GENERIC:9681	tRNA(Gln)	L-glutaminyl-tRNA(Gln)	L>R
RHEA:20145	2-(3-amino-3-carboxypropyl)-L-histidine + S-adenosyl-L-methionine = 2-[3-carboxy-3-(methylammonio)propyl]-L-histidine + H(+) + S-adenosyl-L-homocysteine	CHEBI:58031	CHEBI:57784	2-(3-amino-3-carboxypropyl)-L-histidine	2-[3-carboxy-3-(methylammonio)propyl]-L-histidine	L>R
RHEA:20149	O2 + quinine + reduced [NADPH--hemoprotein reductase] = 3-hydroxyquinine + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]	CHEBI:137041	CHEBI:58234	quinine	3-hydroxyquinine	L>R
RHEA:20153	ATP + L-arabinose = ADP + beta-L-arabinose 1-phosphate + H(+)	CHEBI:17535	CHEBI:57521	L-arabinose	beta-L-arabinose 1-phosphate	L>R
RHEA:20209	ATP + xylitol = ADP + H(+) + xylitol 5-phosphate	CHEBI:17151	CHEBI:370252	xylitol	xylitol 5-phosphate	L>R
RHEA:20225	(E)-caffeate + S-adenosyl-L-methionine = H(+) + S-adenosyl-L-homocysteine + trans-ferulate	CHEBI:57770	CHEBI:29749	(E)-caffeate	trans-ferulate	L>R
RHEA:20229	2,3-dihydroxybenzoate + ATP + H(+) = 2,3-dihydroxybenzoyl-5'-AMP + diphosphate	CHEBI:36654	CHEBI:57417	2,3-dihydroxybenzoate	2,3-dihydroxybenzoyl-5'-AMP	L>R
RHEA:20245	ATP + streptomycin = 3''-adenylylstreptomycin + diphosphate	CHEBI:58007	CHEBI:58605	streptomycin	3''-adenylylstreptomycin	L>R
RHEA:20301	ATP + L-arginine + tRNA(Arg) = AMP + diphosphate + L-arginyl-tRNA(Arg)	GENERIC:9658	GENERIC:9673	tRNA(Arg)	L-arginyl-tRNA(Arg)	L>R
RHEA:20313	1D-myo-inositol 1,3,4,5,6-pentakisphosphate + ATP = 1D-myo-inositol hexakisphosphate + ADP + H(+)	CHEBI:57733	CHEBI:58130	1D-myo-inositol 1,3,4,5,6-pentakisphosphate	1D-myo-inositol hexakisphosphate	L>R
RHEA:20329	ATP + L-seryl-[low-density-lipoprotein receptor] = ADP + H(+) + O-phospho-L-seryl-[low-density-lipoprotein receptor]	GENERIC:15831	GENERIC:15832	L-seryl-[low-density-lipoprotein receptor]	O-phospho-L-seryl-[low-density-lipoprotein receptor]	L>R
RHEA:20333	[acetyl-CoA carboxylase]-L-serine + ATP = [acetyl-CoA carboxylase]-O-phospho-L-serine + ADP + H(+)	GENERIC:13722	GENERIC:13723	[acetyl-CoA carboxylase]-L-serine	[acetyl-CoA carboxylase]-O-phospho-L-serine	L>R
RHEA:20349	H(+) + NADH + O2 + toluene = 2-hydroxytoluene + H2O + NAD(+)	CHEBI:17578	CHEBI:28054	toluene	2-hydroxytoluene	L>R
RHEA:20357	3-phenylpropanoate + H(+) + NADH + O2 = 3-(cis-5,6-dihydroxycyclohexa-1,3-dien-1-yl)propanoate + NAD(+)	CHEBI:51057	CHEBI:60087	3-phenylpropanoate	3-(cis-5,6-dihydroxycyclohexa-1,3-dien-1-yl)propanoate	L>R
RHEA:20361	4-hydroxy-3-all-trans-hexaprenylbenzoate + 2 H(+) + O2 + 2 reduced [2Fe-2S]-[ferredoxin] = 3,4-dihydroxy-5-all-trans-hexaprenylbenzoate + H2O + 2 oxidized [2Fe-2S]-[ferredoxin]	CHEBI:84492	CHEBI:58373	4-hydroxy-3-all-trans-hexaprenylbenzoate	3,4-dihydroxy-5-all-trans-hexaprenylbenzoate	L>R
RHEA:20385	(2R,3R)-dihydroquercetin + H(+) + NADH + O2 = (2R,3R)-2,3-dihydrogossypetin + H2O + NAD(+)	CHEBI:17948	CHEBI:16965	(2R,3R)-dihydroquercetin	(2R,3R)-2,3-dihydrogossypetin	L>R
RHEA:20389	(2R,3R)-dihydroquercetin + H(+) + NADPH + O2 = (2R,3R)-2,3-dihydrogossypetin + H2O + NADP(+)	CHEBI:17948	CHEBI:16965	(2R,3R)-dihydroquercetin	(2R,3R)-2,3-dihydrogossypetin	L>R
RHEA:20413	glucuronoxylan D-glucuronate + n S-adenosyl-L-methionine = glucuronoxylan 4-O-methyl-D-glucuronate + n H(+) + n S-adenosyl-L-homocysteine	POLYMER:14499	POLYMER:14500	glucuronoxylan D-glucuronate	glucuronoxylan 4-O-methyl-D-glucuronate	L>R
RHEA:20417	coelenterazine + O2 = CO2 + coelenteramide + hnu	CHEBI:2311	CHEBI:41487	coelenterazine	coelenteramide	L>R
RHEA:20429	apigenin + S-adenosyl-L-methionine = acacetin + H(+) + S-adenosyl-L-homocysteine	CHEBI:58470	CHEBI:57284	apigenin	acacetin	L>R
RHEA:20449	5-amino-4-chloro-2-(2,3-dihydroxyphenyl)pyridazin-3(2H)-one + O2 = 5-amino-4-chloro-2-(2-hydroxymuconoyl)pyridazin-3(2H)-one + 2 H(+)	CHEBI:17147	CHEBI:58308	5-amino-4-chloro-2-(2,3-dihydroxyphenyl)pyridazin-3(2H)-one	5-amino-4-chloro-2-(2-hydroxymuconoyl)pyridazin-3(2H)-one	L>R
RHEA:20461	an N(2)-[(3R)-3-(2-saturated-acyloxy)acyl]-L-ornithine lipid + 3 S-adenosyl-L-methionine = an N,N,N-trimethylornithine lipid + 3 H(+) + 3 S-adenosyl-L-homocysteine	CHEBI:138473	CHEBI:138481	an N(2)-[(3R)-3-(2-saturated-acyloxy)acyl]-L-ornithine lipid	an N,N,N-trimethylornithine lipid	L>R
RHEA:20473	(R)-lipoyl-5'-AMP + [lipoyl-carrier protein]-L-lysine = [lipoyl-carrier protein]-(R)-N(6)-lipoyl-L-lysine + AMP + 2 H(+)	CHEBI:83091,GENERIC:10500	GENERIC:10502	(R)-lipoyl-5'-AMP,[lipoyl-carrier protein]-L-lysine	[lipoyl-carrier protein]-(R)-N(6)-lipoyl-L-lysine	L>R
RHEA:20485	(S)-scoulerine + O2 + reduced [NADPH--hemoprotein reductase] = (S)-cheilanthifoline + H(+) + 2 H2O + oxidized [NADPH--hemoprotein reductase]	CHEBI:17129	CHEBI:16233	(S)-scoulerine	(S)-cheilanthifoline	L>R
RHEA:20509	ATP + viomycin = ADP + H(+) + O-phosphoviomycin	CHEBI:60081	CHEBI:60080	viomycin	O-phosphoviomycin	L>R
RHEA:20513	2-aryl-2-methylmalonate + H(+) = 2-arylpropionate + CO2	CHEBI:57542	CHEBI:57738	2-aryl-2-methylmalonate	2-arylpropionate	L>R
RHEA:20525	ATP + ethylamine + L-glutamate = ADP + H(+) + N(5)-ethyl-L-glutamine + phosphate	CHEBI:566789	CHEBI:58128	ethylamine	N(5)-ethyl-L-glutamine	L>R
RHEA:20529	2-cis-(+)-abscisic aldehyde + H2O + O2 = 2-cis-(+)-abscisate + H(+) + H2O2	CHEBI:31157	CHEBI:37569	2-cis-(+)-abscisic aldehyde	2-cis-(+)-abscisate	L>R
RHEA:20541	H(+) + Mg-13(1)-hydroxyprotoporphyrin 13-monomethyl ester + NADPH + O2 = 2 H2O + Mg-13(1)-oxoprotoporphyrin 13-monomethyl ester + NADP(+)	CHEBI:60489	CHEBI:60490	Mg-13(1)-hydroxyprotoporphyrin 13-monomethyl ester	Mg-13(1)-oxoprotoporphyrin 13-monomethyl ester	L>R
RHEA:20545	H(+) + L-kynurenine + NADPH + O2 = 3-hydroxy-L-kynurenine + H2O + NADP(+)	CHEBI:57959	CHEBI:58125	L-kynurenine	3-hydroxy-L-kynurenine	L>R
RHEA:20573	calcidiol + 2 H(+) + O2 + 2 reduced [adrenodoxin] = calcitriol + H2O + 2 oxidized [adrenodoxin]	CHEBI:17933	CHEBI:17823	calcidiol	calcitriol	L>R
RHEA:20585	loganin + O2 + reduced [NADPH--hemoprotein reductase] = H(+) + 2 H2O + oxidized [NADPH--hemoprotein reductase] + secologanin	CHEBI:15771	CHEBI:18002	loganin	secologanin	L>R
RHEA:20621	ATP + H2O + Zn(2+)(in) = ADP + H(+) + phosphate + Zn(2+)(out)	CHEBI:29105	CHEBI:29105	Zn(2+)	Zn(2+)	L>R
RHEA:20669	3beta-hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carboxylate + NAD(+) = 4alpha-methyl-5alpha-cholest-7-en-3-one + CO2 + NADH	CHEBI:58387	CHEBI:16495	3beta-hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carboxylate	4alpha-methyl-5alpha-cholest-7-en-3-one	L>R
RHEA:20673	3beta-hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carboxylate + NADP(+) = 4alpha-methyl-5alpha-cholest-7-en-3-one + CO2 + NADPH	CHEBI:58387	CHEBI:16495	3beta-hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carboxylate	4alpha-methyl-5alpha-cholest-7-en-3-one	L>R
RHEA:20700	ATP + lipid A disaccharide (E. coli) = ADP + H(+) + lipid IVA (E. coli)	CHEBI:58466	CHEBI:58603	lipid A disaccharide (E. coli)	lipid IVA (E. coli)	L>R
RHEA:20708	ATP + erythritol = ADP + D-erythritol 4-phosphate + H(+)	CHEBI:17113	CHEBI:57508	erythritol	D-erythritol 4-phosphate	L>R
RHEA:20712	H(+) + heptanedioyl-CoA + L-alanine = 8-amino-7-oxononanoate + CO2 + CoA	CHEBI:57360	CHEBI:57532	heptanedioyl-CoA	8-amino-7-oxononanoate	L>R
RHEA:20748	2-oxoglutarate + O2 + penicillin N = CO2 + deacetoxycephalosporin C + H2O + succinate	CHEBI:58408	CHEBI:58415	penicillin N	deacetoxycephalosporin C	L>R
RHEA:20760	AH2 + linalool + O2 = (6E)-8-hydroxylinalool + A + H2O	CHEBI:17580	CHEBI:15662	linalool	(6E)-8-hydroxylinalool	L>R
RHEA:20768	3-phosphonopyruvate + H(+) = CO2 + phosphonoacetaldehyde	CHEBI:71402	CHEBI:58383	3-phosphonopyruvate	phosphonoacetaldehyde	L>R
RHEA:20792	ATP + L-lysine + tRNA(Lys) = AMP + diphosphate + L-lysyl-tRNA(Lys)	GENERIC:9697	GENERIC:9696	tRNA(Lys)	L-lysyl-tRNA(Lys)	L>R
RHEA:20900	H(+) + H2O + N-benzyloxycarbonylglycine = benzyl alcohol + CO2 + glycine	CHEBI:368997	CHEBI:17987	N-benzyloxycarbonylglycine	benzyl alcohol	L>R
RHEA:20920	2,4-dichlorophenol + H(+) + NADPH + O2 = 3,5-dichlorocatechol + H2O + NADP(+)	CHEBI:16738	CHEBI:15788	2,4-dichlorophenol	3,5-dichlorocatechol	L>R
RHEA:20940	1D-myo-inositol 1,3,4-trisphosphate + ATP = 1D-myo-inositol 1,3,4,6-tetrakisphosphate + ADP + H(+)	CHEBI:58414	CHEBI:57660	1D-myo-inositol 1,3,4-trisphosphate	1D-myo-inositol 1,3,4,6-tetrakisphosphate	L>R
RHEA:20944	S-adenosyl-L-methionine + theobromine = caffeine + H(+) + S-adenosyl-L-homocysteine	CHEBI:28946	CHEBI:27732	theobromine	caffeine	L>R
RHEA:20948	3-sulfopyruvate + H(+) = CO2 + sulfoacetaldehyde	CHEBI:57940	CHEBI:58246	3-sulfopyruvate	sulfoacetaldehyde	L>R
RHEA:20956	2-phenylacetate + ATP + CoA = AMP + diphosphate + phenylacetyl-CoA	CHEBI:18401	CHEBI:57390	2-phenylacetate	phenylacetyl-CoA	L>R
RHEA:20980	2 bilirubin IXalpha + O2 = 2 biliverdin IXalpha + 2 H2O	CHEBI:57977	CHEBI:57991	bilirubin IXalpha	biliverdin IXalpha	L>R
RHEA:20992	16-hydroxytabersonine + S-adenosyl-L-methionine = 16-methoxytabersonine + H(+) + S-adenosyl-L-homocysteine	CHEBI:58239	CHEBI:58930	16-hydroxytabersonine	16-methoxytabersonine	L>R
RHEA:21044	24-methylidenelophenol + S-adenosyl-L-methionine = (Z)-24-ethylidenelophenol + H(+) + S-adenosyl-L-homocysteine	CHEBI:29107	CHEBI:33203	24-methylidenelophenol	(Z)-24-ethylidenelophenol	L>R
RHEA:21048	ATP + isopropylamine + L-glutamate = ADP + gamma-glutamyl-isopropylamide + H(+) + phosphate	CHEBI:57492	CHEBI:85420	isopropylamine	gamma-glutamyl-isopropylamide	L>R
