rheaid	reactionEquation	compoundID_L	compoundID_R	compoundName_L	compoundName_R
RHEA:25484	(2E)-geranyl diphosphate = (1S,4R)-camphene + diphosphate	CHEBI:58057	CHEBI:33019	(2E)-geranyl diphosphate	diphosphate
RHEA:25488	(2E)-geranyl diphosphate = (1S,5S)-alpha-pinene + diphosphate	CHEBI:58057	CHEBI:33019	(2E)-geranyl diphosphate	diphosphate
RHEA:25492	(2E)-geranyl diphosphate = (-)-beta-phellandrene + diphosphate	CHEBI:58057	CHEBI:33019	(2E)-geranyl diphosphate	diphosphate
RHEA:25496	(2E)-geranyl diphosphate = (1S,5S)-beta-pinene + diphosphate	CHEBI:58057	CHEBI:33019	(2E)-geranyl diphosphate	diphosphate
RHEA:25500	(2E)-geranyl diphosphate = diphosphate + terpinolene	CHEBI:58057	CHEBI:33019	(2E)-geranyl diphosphate	diphosphate
RHEA:25504	(2E)-geranyl diphosphate = beta-phellandrene + diphosphate	CHEBI:58057	CHEBI:33019	(2E)-geranyl diphosphate	diphosphate
RHEA:25508	(2E)-geranyl diphosphate = (1S,5S)-sabinene + diphosphate	CHEBI:58057	CHEBI:33019	(2E)-geranyl diphosphate	diphosphate
RHEA:25512	(2S)-2-amino-4-deoxychorismate + L-glutamate = chorismate + L-glutamine	CHEBI:29985	CHEBI:29748,CHEBI:58359	L-glutamate	chorismate,L-glutamine
RHEA:25516	an acyl-CoA + tropine = CoA + H(+) + O-acyltropine	CHEBI:58342	CHEBI:57287,CHEBI:15378	an acyl-CoA	CoA,H(+)
RHEA:25520	an acyl-CoA + pseudotropine = CoA + H(+) + O-acylpseudotropine	CHEBI:58342	CHEBI:57287,CHEBI:15378	an acyl-CoA	CoA,H(+)
RHEA:25524	all-trans-geranylgeranyl diphosphate = 9alpha-copalyl diphosphate	CHEBI:58756	NA	all-trans-geranylgeranyl diphosphate	NA
RHEA:25528	a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-3,4,5-trisphosphate) + H2O = a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-3,4-bisphosphate) + phosphate	CHEBI:15377	CHEBI:43474	H2O	phosphate
RHEA:25532	ent-copalyl diphosphate = diphosphate + ent-cassa-12,15-diene	CHEBI:58553	CHEBI:33019	ent-copalyl diphosphate	diphosphate
RHEA:25536	ent-copalyl diphosphate = diphosphate + ent-sandaracopimara-8(14),15-diene	CHEBI:58553	CHEBI:33019	ent-copalyl diphosphate	diphosphate
RHEA:25540	ent-copalyl diphosphate = diphosphate + ent-pimara-8(14),15-diene	CHEBI:58553	CHEBI:33019	ent-copalyl diphosphate	diphosphate
RHEA:25544	ent-copalyl diphosphate = diphosphate + ent-pimara-9(11),15-diene	CHEBI:58553	CHEBI:33019	ent-copalyl diphosphate	diphosphate
RHEA:25548	(+)-copalyl diphosphate = abieta-8(14),12-diene + diphosphate	CHEBI:58635	CHEBI:33019	(+)-copalyl diphosphate	diphosphate
RHEA:25552	9alpha-copalyl diphosphate = diphosphate + stemar-13-ene	NA	CHEBI:33019	NA	diphosphate
RHEA:25556	9alpha-copalyl diphosphate = diphosphate + stemod-13(17)-ene	NA	CHEBI:33019	NA	diphosphate
RHEA:25560	9alpha-copalyl diphosphate = 9beta-pimara-7,15-diene + diphosphate	NA	CHEBI:33019	NA	diphosphate
RHEA:25564	H2O + N-acetyl-4-O-acetylneuraminate = acetate + H(+) + N-acetylneuraminate	CHEBI:15377	CHEBI:15378,CHEBI:30089,CHEBI:35418	H2O	H(+),acetate,N-acetylneuraminate
RHEA:25572	geranylgeranyl diphosphate + 2 H2O = diphosphate + sclareol	CHEBI:15377	CHEBI:33019	H2O	diphosphate
RHEA:25588	isocitrate + NADP(+) = H(+) + NADPH + oxalosuccinate	CHEBI:58349	CHEBI:15378,CHEBI:57783	NADP(+)	H(+),NADPH
RHEA:25597	5-enolpyruvoyl-6-hydroxy-2-succinyl-cyclohex-3-ene-1-carboxylate = (1R,6R)-6-hydroxy-2-succinyl-cyclohexa-2,4-diene-1-carboxylate + pyruvate	NA	CHEBI:15361	NA	pyruvate
RHEA:25601	4-methylsulfanyl-2-oxobutanoate + acetyl-CoA + H2O = 2-(2-methylsulfanyl)ethylmalate + CoA + H(+)	CHEBI:16723,CHEBI:15377,CHEBI:57288	CHEBI:57287,CHEBI:15378	4-methylsulfanyl-2-oxobutanoate,H2O,acetyl-CoA	CoA,H(+)
RHEA:25605	2-(5-methylsulfanyl)oxopentanoate + acetyl-CoA + H2O = 2-(3-methylsulfanyl)propylmalate + CoA + H(+)	CHEBI:15377,CHEBI:57288	CHEBI:57287,CHEBI:15378	H2O,acetyl-CoA	CoA,H(+)
RHEA:25613	all-trans-geranylgeranyl diphosphate = terpentedienyl diphosphate	CHEBI:58756	NA	all-trans-geranylgeranyl diphosphate	NA
RHEA:25617	terpentedienyl diphosphate = diphosphate + terpentetriene	NA	CHEBI:33019	NA	diphosphate
RHEA:25637	H2O + NAD(+) + sulfoacetaldehyde = 2 H(+) + NADH + sulfoacetate	CHEBI:15377,CHEBI:57540	CHEBI:57945,CHEBI:15378	H2O,NAD(+)	NADH,H(+)
RHEA:25641	(1R,4S)-menthone + NADP(+) = (R)-pulegone + H(+) + NADPH	CHEBI:58349	CHEBI:15378,CHEBI:57783	NADP(+)	H(+),NADPH
RHEA:25645	(2R,5R)-isomenthone + NADP(+) = (R)-pulegone + H(+) + NADPH	CHEBI:58349	CHEBI:15378,CHEBI:57783	NADP(+)	H(+),NADPH
RHEA:25649	(2R,5R)-isopulegone + NADP(+) = (6R)-isopiperitenone + H(+) + NADPH	CHEBI:58349	CHEBI:15378,CHEBI:57783	NADP(+)	H(+),NADPH
RHEA:25662	(2E)-geranyl diphosphate = alpha-pinene + diphosphate	CHEBI:58057	CHEBI:33019	(2E)-geranyl diphosphate	diphosphate
RHEA:25666	(2E)-geranyl diphosphate = beta-pinene + diphosphate	CHEBI:58057	CHEBI:33019	(2E)-geranyl diphosphate	diphosphate
RHEA:25670	sucrose + UDP-alpha-D-galactose = H(+) + loliose + UDP	CHEBI:17992,CHEBI:66914	CHEBI:58223,CHEBI:15378	sucrose,UDP-alpha-D-galactose	UDP,H(+)
RHEA:25674	a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-4,5-bisphosphate) + H2O = a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-5-phosphate) + phosphate	CHEBI:15377	CHEBI:43474	H2O	phosphate
RHEA:25686	H(+) + hydrogen sulfide + O-phospho-L-seryl-tRNA(Cys) = L-cysteinyl-tRNA(Cys) + phosphate	CHEBI:15378,CHEBI:29919	CHEBI:43474	H(+),hydrogen sulfide	phosphate
RHEA:25690	2,3-bis-(O-geranylgeranyl)-sn-glycerol 1-phosphate + CTP + H(+) = CDP-2,3-bis-(O-geranylgeranyl)-sn-glycerol + diphosphate	CHEBI:15378,CHEBI:37563	CHEBI:33019	H(+),CTP	diphosphate
RHEA:25694	all-trans-geranylgeranyl diphosphate + isopentenyl diphosphate = (2E,6E,10E,14E)-geranylfarnesyl diphosphate + diphosphate	CHEBI:128769,CHEBI:58756	CHEBI:33019	isopentenyl diphosphate,all-trans-geranylgeranyl diphosphate	diphosphate
RHEA:25759	ent-copalyl diphosphate = diphosphate + ent-isokaurene	CHEBI:58553	CHEBI:33019	ent-copalyl diphosphate	diphosphate
RHEA:25763	(2R,3S)-3-methylmalate + NAD(+) = 3-carboxy-2-oxobutanoate + H(+) + NADH	CHEBI:57540	CHEBI:57945,CHEBI:15378	NAD(+)	NADH,H(+)
RHEA:25780	H2O + 2 NAD(+) + UDP-N-acetyl-alpha-D-mannosamine = 3 H(+) + 2 NADH + UDP-N-acetyl-alpha-D-mannosaminouronate	CHEBI:15377,CHEBI:57540	CHEBI:57945,CHEBI:15378	H2O,NAD(+)	NADH,H(+)
RHEA:25784	2-dehydro-3-deoxy-L-rhamnonate = (S)-lactaldehyde + pyruvate	NA	CHEBI:15361	NA	pyruvate
RHEA:25788	4-hydroxy-2-oxoheptanedioate = pyruvate + succinate semialdehyde	NA	CHEBI:15361,CHEBI:57706	NA	pyruvate,succinate semialdehyde
RHEA:25832	1D-chiro-inositol + NAD(+) = H(+) + NADH + scyllo-inosine	CHEBI:57540	CHEBI:57945,CHEBI:15378	NAD(+)	NADH,H(+)
RHEA:25836	3D-3,5/4-trihydroxycyclohexane-1,2-dione + H2O = 5-deoxy-D-glucuronate + H(+)	CHEBI:15377	CHEBI:15378	H2O	H(+)
RHEA:25844	(1S,5R)-carveol + NAD(+) = (R)-carvone + H(+) + NADH	CHEBI:57540	CHEBI:57945,CHEBI:15378	NAD(+)	NADH,H(+)
RHEA:25848	(1S,5S)-carveol + NAD(+) = (S)-carvone + H(+) + NADH	CHEBI:57540	CHEBI:57945,CHEBI:15378	NAD(+)	NADH,H(+)
RHEA:25860	GTP + H2O = 7,8-dihydroneopterin 2',3'-cyclic phosphate + diphosphate + formate + H(+)	CHEBI:15377,CHEBI:37565	CHEBI:33019,CHEBI:15740,CHEBI:15378	H2O,GTP	diphosphate,formate,H(+)
RHEA:25872	H2O2 + pyridine = H2O + pyridine N-oxide	CHEBI:16240	CHEBI:15377	H2O2	H2O
RHEA:25884	carbamoyl phosphate + N(2)-succinyl-L-ornithine = H(+) + N(2)-succinyl-L-citrulline + phosphate	CHEBI:58228	CHEBI:15378,CHEBI:43474	carbamoyl phosphate	H(+),phosphate
RHEA:25888	dihydroxyacetone phosphate + iminosuccinate = H(+) + 2 H2O + phosphate + quinolinate	CHEBI:57642	CHEBI:15377,CHEBI:15378,CHEBI:43474	dihydroxyacetone phosphate	H2O,H(+),phosphate
RHEA:25900	D-arabino-hex-3-ulose 6-phosphate = beta-D-fructose 6-phosphate	NA	CHEBI:57634	NA	beta-D-fructose 6-phosphate
RHEA:25904	futalosine + H2O = dehypoxanthine futalosine + hypoxanthine	CHEBI:15377	CHEBI:17368	H2O	hypoxanthine
RHEA:25912	A + H2O + quinolin-5-ol = 5-hydroxyquinolin-2(1H)-one + AH2	CHEBI:15377,CHEBI:13193	CHEBI:17499	H2O,A	AH2
RHEA:25916	A + H2O + quinolin-6-ol = 6-hydroxyquinolin-2(1H)-one + AH2	CHEBI:15377,CHEBI:13193	CHEBI:17499	H2O,A	AH2
RHEA:25920	A + H2O + quinolin-7-ol = 7-hydroxyquinolin-2(1H)-one + AH2	CHEBI:15377,CHEBI:13193	CHEBI:17499	H2O,A	AH2
RHEA:25924	A + H2O + quinolin-8-ol = 8-hydroxyquinolin-2(1H)-one + AH2	CHEBI:15377,CHEBI:13193	CHEBI:17499	H2O,A	AH2
RHEA:25928	3-methylquinoline + A + H2O = 3-methylquinolin-2(1H)-one + AH2	CHEBI:15377,CHEBI:13193	CHEBI:17499	H2O,A	AH2
RHEA:25932	4-methylquinoline + A + H2O = 4-methylquinolin-2(1H)-one + AH2	CHEBI:15377,CHEBI:13193	CHEBI:17499	H2O,A	AH2
RHEA:25936	8-methylquinoline + A + H2O = 8-methylquinolin-2(1H)-one + AH2	CHEBI:15377,CHEBI:13193	CHEBI:17499	H2O,A	AH2
RHEA:25940	8-chloroquinoline + A + H2O = 8-chloroquinolin-2(1H)-one + AH2	CHEBI:15377,CHEBI:13193	CHEBI:17499	H2O,A	AH2
RHEA:25952	1-deoxy-D-threo-hexo-2,5-diulose 6-phosphate + L-aspartate 4-semialdehyde = 2,3-dioxopropyl phosphate + 2-amino-2,3,7-trideoxy-D-lyxo-hept-6-ulosonate	CHEBI:537519	NA	L-aspartate 4-semialdehyde	NA
RHEA:25956	2-amino-2,3,7-trideoxy-D-lyxo-hept-6-ulosonate + H2O + NAD(+) = 3-dehydroquinate + H(+) + NADH + NH4(+)	CHEBI:15377,CHEBI:57540	CHEBI:28938,CHEBI:57945,CHEBI:15378	H2O,NAD(+)	NH4(+),NADH,H(+)
RHEA:25960	benzoin + NADP(+) = benzil + H(+) + NADPH	CHEBI:58349	CHEBI:15378,CHEBI:57783	NADP(+)	H(+),NADPH
RHEA:25964	(R)-benzoin + NADP(+) = benzil + H(+) + NADPH	CHEBI:58349	CHEBI:15378,CHEBI:57783	NADP(+)	H(+),NADPH
RHEA:25968	(S)-benzoin + NADP(+) = benzil + H(+) + NADPH	CHEBI:58349	CHEBI:15378,CHEBI:57783	NADP(+)	H(+),NADPH
RHEA:25992	(2E,6E)-farnesyl diphosphate = (+)-epi-isozizaene + diphosphate	CHEBI:175763	CHEBI:33019	(2E,6E)-farnesyl diphosphate	diphosphate
RHEA:26002	D-arabinitol 1-phosphate + NAD(+) = D-xylulose 5-phosphate + H(+) + NADH	CHEBI:57540	CHEBI:57737,CHEBI:57945,CHEBI:15378	NAD(+)	D-xylulose 5-phosphate,NADH,H(+)
RHEA:26006	di-trans,nona-cis-dodecaprenyl phosphate + UDP-alpha-D-galacturonate = beta-D-galacturonosyl di-trans,nona-cis-dodecaprenyl phosphate + UDP	NA	CHEBI:58223	NA	UDP
RHEA:26010	2-amino-2,3,7-trideoxy-D-lyxo-hept-6-ulosonate + H2O + NAD(+) = 3,7-dideoxy-D-threo-hepto-2,6-diuolosonate + H(+) + NADH + NH4(+)	CHEBI:15377,CHEBI:57540	CHEBI:28938,CHEBI:57945,CHEBI:15378	H2O,NAD(+)	NH4(+),NADH,H(+)
RHEA:26019	beta-D-fructofuranosyl alpha-D-mannopyranoside 6(F)-phosphate + H2O = beta-D-fructofuranosyl alpha-D-mannopyranoside + phosphate	CHEBI:15377	CHEBI:43474	H2O	phosphate
RHEA:26039	beta-D-fructose 6-phosphate + GDP-alpha-D-mannose = beta-D-fructofuranosyl alpha-D-mannopyranoside 6(F)-phosphate + GDP + H(+)	CHEBI:57527,CHEBI:57634	CHEBI:15378,CHEBI:58189	GDP-alpha-D-mannose,beta-D-fructose 6-phosphate	H(+),GDP
RHEA:26043	acetyl-CoA + N-acetylneuraminate = CoA + N-acetyl-9-O-acetylneuraminate	CHEBI:57288,CHEBI:35418	CHEBI:57287	acetyl-CoA,N-acetylneuraminate	CoA
RHEA:26055	GTP + H(+) + valienol 1-phosphate = diphosphate + GDP-valienol	CHEBI:15378,CHEBI:37565	CHEBI:33019	H(+),GTP	diphosphate
RHEA:26059	[Co(I) methylamine-specific corrinoid protein] + H(+) + methylamine = [methyl-Co(III) methylamine-specific corrinoid protein] + NH4(+)	CHEBI:15378,CHEBI:59338	CHEBI:28938	H(+),methylamine	NH4(+)
RHEA:26068	3-(hydrohydroxyphosphoryl)pyruvate + acetyl-CoA + H2O = CoA + H(+) + phosphinomethylmalate	CHEBI:15377,CHEBI:57288	CHEBI:57287,CHEBI:15378	H2O,acetyl-CoA	CoA,H(+)
RHEA:26081	(2E,6E)-farnesyl diphosphate = (Z)-gamma-bisabolene + diphosphate	CHEBI:175763	CHEBI:33019	(2E,6E)-farnesyl diphosphate	diphosphate
RHEA:26101	(2R)-homocitrate = cis-homoaconitate + H2O	NA	CHEBI:15377	NA	H2O
RHEA:26105	homocitrate = cis-homoaconitate + H2O	NA	CHEBI:15377	NA	H2O
RHEA:26111	UDP-N-acetyl-alpha-D-glucosamine = H2O + UDP-2-acetamido-2,6-dideoxy-beta-L-arabino-hex-4-ulose	CHEBI:57705	CHEBI:15377	UDP-N-acetyl-alpha-D-glucosamine	H2O
RHEA:26115	(2E,6E)-farnesyl diphosphate + H2O = diphosphate + epi-cedrol	CHEBI:15377,CHEBI:175763	CHEBI:33019	H2O,(2E,6E)-farnesyl diphosphate	diphosphate
RHEA:26119	(2E)-4-hydroxy-3-methylbut-2-enyl diphosphate + H2O + 2 oxidized [2Fe-2S]-[ferredoxin] = 2-C-methyl-D-erythritol 2,4-cyclic diphosphate + H(+) + 2 reduced [2Fe-2S]-[ferredoxin]	GENERIC:10000,CHEBI:15377	GENERIC:10001,CHEBI:15378	oxidized [2Fe-2S]-[ferredoxin],H2O	reduced [2Fe-2S]-[ferredoxin],H(+)
RHEA:26124	FAD + L-proline = (S)-1-pyrroline-5-carboxylate + FADH2	CHEBI:57692,CHEBI:60039	CHEBI:58307	FAD,L-proline	FADH2
RHEA:26128	(+)-copalyl diphosphate = diphosphate + isopimara-7,15-diene	CHEBI:58635	CHEBI:33019	(+)-copalyl diphosphate	diphosphate
RHEA:26132	2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-glycerol + H2O = (5Z,8Z,11Z,14Z)-eicosatetraenoate + glycerol + H(+)	CHEBI:15377	CHEBI:17754,CHEBI:15378,CHEBI:32395	H2O	glycerol,H(+),(5Z,8Z,11Z,14Z)-eicosatetraenoate
RHEA:26140	2,5-diamino-6-(1-D-ribitylamino)pyrimidin-4(3H)-one 5'-phosphate + H(+) + H2O = 5-amino-6-(5-phospho-D-ribitylamino)uracil + NH4(+)	CHEBI:15377,CHEBI:15378	CHEBI:28938	H2O,H(+)	NH4(+)
RHEA:26144	2,5-diamino-6-(1-D-ribitylamino)pyrimidin-4(3H)-one 5'-phosphate + NADP(+) = 2,5-diamino-6-hydroxy-4-(5-phosphoribosylamino)-pyrimidine + H(+) + NADPH	CHEBI:58349	CHEBI:15378,CHEBI:57783	NADP(+)	H(+),NADPH
RHEA:26148	2,5-diamino-6-(1-D-ribitylamino)pyrimidin-4(3H)-one 5'-phosphate + NAD(+) = 2,5-diamino-6-hydroxy-4-(5-phosphoribosylamino)-pyrimidine + H(+) + NADH	CHEBI:57540	CHEBI:57945,CHEBI:15378	NAD(+)	NADH,H(+)
RHEA:26152	(2S)-2-hydroxy-3-oxobutyl phosphate + 5-amino-6-(D-ribitylamino)uracil = 6,7-dimethyl-8-(1-D-ribityl)lumazine + H(+) + 2 H2O + phosphate	NA	CHEBI:15377,CHEBI:15378,CHEBI:43474	NA	H2O,H(+),phosphate
RHEA:26156	D-mannose + NADP(+) = D-glucosone + H(+) + NADPH	CHEBI:58349,CHEBI:4208	CHEBI:15378,CHEBI:57783	NADP(+),D-mannose	H(+),NADPH
RHEA:26160	(S)-2,3-epoxysqualene = thalianol	CHEBI:15441	NA	(S)-2,3-epoxysqualene	NA
RHEA:26168	3-fumarylpyruvate + H2O = fumarate + H(+) + pyruvate	CHEBI:15377	CHEBI:29806,CHEBI:15378,CHEBI:15361	H2O	fumarate,H(+),pyruvate
RHEA:26172	1D-myo-inositol 2-(L-cysteinylamino)-2-deoxy-alpha-D-glucopyranoside + acetyl-CoA = CoA + H(+) + mycothiol	CHEBI:57288	CHEBI:57287,CHEBI:15378	acetyl-CoA	CoA,H(+)
RHEA:26180	1D-myo-inositol 2-acetamido-2-deoxy-alpha-D-glucopyranoside + H2O = 1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside + acetate	CHEBI:15377	CHEBI:30089	H2O	acetate
RHEA:26184	1D-myo-inositol 2-acetamido-2-deoxy-alpha-D-glucopyranoside 3-phosphate + H2O = 1D-myo-inositol 2-acetamido-2-deoxy-alpha-D-glucopyranoside + phosphate	CHEBI:15377	CHEBI:43474	H2O	phosphate
RHEA:26188	1D-myo-inositol 3-phosphate + UDP-N-acetyl-alpha-D-glucosamine = 1D-myo-inositol 2-acetamido-2-deoxy-alpha-D-glucopyranoside 3-phosphate + H(+) + UDP	CHEBI:57705,CHEBI:58401	CHEBI:58223,CHEBI:15378	UDP-N-acetyl-alpha-D-glucosamine,1D-myo-inositol 3-phosphate	UDP,H(+)
RHEA:26197	H2O + melamine = ammeline + NH4(+)	CHEBI:15377	CHEBI:28938	H2O	NH4(+)
RHEA:26201	ammeline + H(+) + H2O = ammelide + NH4(+)	CHEBI:15377,CHEBI:15378	CHEBI:28938	H2O,H(+)	NH4(+)
RHEA:26209	L-allo-threonine = acetaldehyde + glycine	NA	CHEBI:15343,CHEBI:57305	NA	acetaldehyde,glycine
RHEA:26213	9alpha-copalyl diphosphate + H2O = aphidicolan-16beta-ol + diphosphate	CHEBI:15377	CHEBI:33019	H2O	diphosphate
RHEA:26225	abieta-7,13-dien-18-al + H2O + NAD(+) = abieta-7,13-dien-18-oate + 2 H(+) + NADH	CHEBI:15377,CHEBI:57540	CHEBI:57945,CHEBI:15378	H2O,NAD(+)	NADH,H(+)
RHEA:26229	3 NADP(+) + phytyl diphosphate = geranylgeranyl diphosphate + 3 H(+) + 3 NADPH	CHEBI:58349	CHEBI:15378,CHEBI:57783	NADP(+)	H(+),NADPH
RHEA:26237	all-trans-geranylgeranyl diphosphate + H2O = (2E,6E,10E)-geranylgeraniol + diphosphate	CHEBI:15377,CHEBI:58756	CHEBI:33019	H2O,all-trans-geranylgeranyl diphosphate	diphosphate
RHEA:26241	geranylgeranyl diphosphate = diphosphate + elisabethatriene	NA	CHEBI:33019	NA	diphosphate
RHEA:26245	geranylgeranyl diphosphate = diphosphate + fusicocca-2,10(14)-diene	NA	CHEBI:33019	NA	diphosphate
RHEA:26261	H2O + isopimara-7,15-dienal + NADP(+) = 2 H(+) + isopimarate + NADPH	CHEBI:15377,CHEBI:58349	CHEBI:15378,CHEBI:57783	H2O,NADP(+)	H(+),NADPH
RHEA:26265	dehydroabietadienal + H2O + NADP(+) = dehydroabietate + 2 H(+) + NADPH	CHEBI:15377,CHEBI:58349	CHEBI:15378,CHEBI:57783	H2O,NADP(+)	H(+),NADPH
RHEA:26269	Co-precorrin-2 + 3 H(+) = Co(2+) + precorrin-2	CHEBI:15378	NA	H(+)	NA
RHEA:26281	Co-precorrin-5A + H2O = acetaldehyde + Co-precorrin-5B + H(+)	CHEBI:15377	CHEBI:15378,CHEBI:15343	H2O	H(+),acetaldehyde
RHEA:26297	1-deoxy-D-xylulose 5-phosphate + 2-iminoacetate + [sulfur-carrier protein ThiS]-C-terminal Gly-NH-CH2-C(O)SH = 2-[(2R,5Z)-2-carboxy-4-methylthiazol-5(2H)-ylidene]ethyl phosphate + [sulfur-carrier protein ThiS]-C-terminal Gly-Gly + 2 H(+) + 2 H2O	NA	CHEBI:15377,CHEBI:15378	NA	H2O,H(+)
RHEA:26309	1,4-dihydroxy-2-naphthoyl-CoA + H2O = 1,4-dihydroxy-2-naphthoate + CoA + H(+)	CHEBI:15377	CHEBI:57287,CHEBI:15378,CHEBI:11173	H2O	CoA,H(+),1,4-dihydroxy-2-naphthoate
RHEA:26313	2-amino-4,5-dihydroxy-6-oxo-7-(phosphooxy)heptanoate = dihydroxyacetone phosphate + L-aspartate 4-semialdehyde	NA	CHEBI:57642,CHEBI:537519	NA	dihydroxyacetone phosphate,L-aspartate 4-semialdehyde
RHEA:26317	2-amino-4,5-dihydroxy-6-oxo-7-(phosphooxy)heptanoate = 3-amino-4-hydroxybenzoate + H(+) + 2 H2O + phosphate	NA	CHEBI:15377,CHEBI:15378,CHEBI:43474	NA	H2O,H(+),phosphate
RHEA:26329	8-amino-7-oxononanoate + L-lysine = (S)-2-amino-6-oxohexanoate + 7,8-diaminononanoate	CHEBI:32551	CHEBI:58321	L-lysine	(S)-2-amino-6-oxohexanoate
RHEA:26333	2 [molybdopterin-synthase sulfur-carrier protein]-C-terminal Gly-NH-CH2-C(O)SH + cyclic pyranopterin phosphate + H2O = 2 [molybdopterin-synthase sulfur-carrier protein]-C-terminal Gly-Gly + 4 H(+) + molybdopterin	CHEBI:15377	CHEBI:15378	H2O	H(+)
RHEA:26337	L-homocysteine + S-methyl-L-methionine = H(+) + 2 L-methionine	CHEBI:58199	CHEBI:57844,CHEBI:15378	L-homocysteine	L-methionine,H(+)
RHEA:26341	L-selenocysteine + S-methyl-L-methionine = H(+) + L-methionine + Se-methyl-L-selenocysteine	NA	CHEBI:57844,CHEBI:15378	NA	L-methionine,H(+)
RHEA:26345	L-galactonate + NADP(+) = aldehydo-D-galacturonate + H(+) + NADPH	CHEBI:58349	CHEBI:15378,CHEBI:57783	NADP(+)	H(+),NADPH
RHEA:26349	beta-L-galactose 1-phosphate + H2O = L-galactose + phosphate	CHEBI:15377	CHEBI:43474	H2O	phosphate
RHEA:26353	4-deoxy-4-formamido-alpha-L-arabinopyranosyl di-trans,octa-cis-undecaprenyl phosphate + H2O = 4-amino-4-deoxy-alpha-L-arabinopyranosyl undecaprenyl phosphate + formate	CHEBI:15377	CHEBI:15740	H2O	formate
RHEA:26357	all-trans-undecaprenyl phosphate + UDP-4-deoxy-4-formamido-beta-L-arabinose = 4-deoxy-4-formamido-alpha-L-arabinopyranosyl di-trans,octa-cis-undecaprenyl phosphate + UDP	NA	CHEBI:58223	NA	UDP
RHEA:26369	D-arabinitol 1-phosphate + NADP(+) = D-xylulose 5-phosphate + H(+) + NADPH	CHEBI:58349	CHEBI:57737,CHEBI:15378,CHEBI:57783	NADP(+)	D-xylulose 5-phosphate,H(+),NADPH
RHEA:26373	[thioredoxin]-disulfide + prostamide F2alpha = [thioredoxin]-dithiol + prostamide H2	GENERIC:10700	GENERIC:10698	[thioredoxin]-disulfide	[thioredoxin]-dithiol
RHEA:26377	GTP = cyclic pyranopterin phosphate + diphosphate	CHEBI:37565	CHEBI:33019	GTP	diphosphate
RHEA:26381	4-hydroxybutanoate + NADP(+) = H(+) + NADPH + succinate semialdehyde	CHEBI:58349	CHEBI:15378,CHEBI:57783,CHEBI:57706	NADP(+)	H(+),NADPH,succinate semialdehyde
RHEA:26405	aldehydo-D-ribose 5-phosphate + D-glyceraldehyde 3-phosphate + NH4(+) = H(+) + 4 H2O + phosphate + pyridoxal 5'-phosphate	CHEBI:28938,CHEBI:59776	CHEBI:15377,CHEBI:15378,CHEBI:43474	NH4(+),D-glyceraldehyde 3-phosphate	H2O,H(+),phosphate
RHEA:26410	H2O + N-acetyl-D-muramate 6-phosphate = (R)-lactate + N-acetyl-D-glucosamine 6-phosphate	CHEBI:15377	CHEBI:16004	H2O	(R)-lactate
RHEA:26422	3'-phosphoadenylyl sulfate + thyroxine = adenosine 3',5'-bisphosphate + H(+) + thyroxine sulfate	CHEBI:58339	CHEBI:58343,CHEBI:15378	3'-phosphoadenylyl sulfate	adenosine 3',5'-bisphosphate,H(+)
RHEA:26430	(+)-copalyl diphosphate + H2O = diphosphate + phyllocladan-16alpha-ol	CHEBI:15377,CHEBI:58635	CHEBI:33019	H2O,(+)-copalyl diphosphate	diphosphate
RHEA:26438	3-hydroxypropanoate + NADP(+) = 3-oxopropanoate + H(+) + NADPH	CHEBI:58349	CHEBI:15378,CHEBI:57783,CHEBI:33190	NADP(+)	H(+),NADPH,3-oxopropanoate
RHEA:26454	NADP(+) + propanoyl-CoA = acryloyl-CoA + H(+) + NADPH	CHEBI:57392,CHEBI:58349	CHEBI:15378,CHEBI:57783	propanoyl-CoA,NADP(+)	H(+),NADPH
RHEA:26470	(E)-feruloyl-CoA + 16-hydroxyhexadecanoate = 16-feruloyloxyhexadecanoate + CoA	CHEBI:87305	CHEBI:57287	(E)-feruloyl-CoA	CoA
RHEA:26474	beta-D-galactosyl-(1->4)-L-rhamnose + phosphate = alpha-D-galactose 1-phosphate + L-rhamnopyranose	CHEBI:43474	NA	phosphate	NA
RHEA:26482	adenosine(37) in tRNA + dimethylallyl diphosphate = diphosphate + N(6)-dimethylallyladenosine(37) in tRNA	CHEBI:57623	CHEBI:33019	dimethylallyl diphosphate	diphosphate
RHEA:26486	H(+) + O-phospho-L-serine + sulfite = L-cysteate + phosphate	CHEBI:57524,CHEBI:15378,CHEBI:17359	CHEBI:43474	O-phospho-L-serine,H(+),sulfite	phosphate
RHEA:26498	delphinidin 3-O-(6''-O-malonyl)-beta-D-glucoside + UDP-alpha-D-glucose = delphinidin 3-O-(6''-O-malonyl)-beta-D-glucoside-3'-O-beta-D-glucoside + UDP	CHEBI:58885	CHEBI:58223	UDP-alpha-D-glucose	UDP
