rheaid	reactionEquation	compoundID_L	compoundID_R	compoundName_L	compoundName_R
RHEA:15801	a 1,2-diacyl-sn-glycero-3-phosphocholine + H2O = a 1-acyl-sn-glycero-3-phosphocholine + a fatty acid + H(+)	CHEBI:15377,CHEBI:57643	CHEBI:58168,CHEBI:15378,CHEBI:28868	H2O,a 1,2-diacyl-sn-glycero-3-phosphocholine	a 1-acyl-sn-glycero-3-phosphocholine,H(+),a fatty acid
RHEA:15849	2 [Fe(III)cytochrome c] + L-ascorbate = 2 [Fe(II)cytochrome c] + 2 H(+) + L-dehydroascorbate	GENERIC:14399,CHEBI:38290	GENERIC:10350,CHEBI:15378,CHEBI:58539	[Fe(III)cytochrome c],L-ascorbate	[Fe(II)cytochrome c],H(+),L-dehydroascorbate
RHEA:15869	2-oxoglutarate + D-alanine = D-glutamate + pyruvate	CHEBI:16810,CHEBI:57416	CHEBI:29986,CHEBI:15361	2-oxoglutarate,D-alanine	D-glutamate,pyruvate
RHEA:15889	H2O + L-glutamine = L-glutamate + NH4(+)	CHEBI:15377,CHEBI:58359	CHEBI:28938,CHEBI:29985	H2O,L-glutamine	NH4(+),L-glutamate
RHEA:16061	H2O + sn-glycerol 3-phosphocholine = choline + H(+) + sn-glycerol 3-phosphate	CHEBI:15377,CHEBI:16870	CHEBI:15378,CHEBI:15354,CHEBI:57597	H2O,sn-glycerol 3-phosphocholine	H(+),choline,sn-glycerol 3-phosphate
RHEA:16089	H2O + phosphoethanolamine = ethanolamine + phosphate	CHEBI:15377,CHEBI:58190	CHEBI:57603,CHEBI:43474	H2O,phosphoethanolamine	ethanolamine,phosphate
RHEA:16185	an aldehyde + H2O + NAD(+) = a carboxylate + 2 H(+) + NADH	CHEBI:15377,CHEBI:57540,CHEBI:17478	CHEBI:57945,CHEBI:15378,CHEBI:29067	H2O,NAD(+),an aldehyde	NADH,H(+),a carboxylate
RHEA:16257	alpha,alpha-trehalose + phosphate = alpha-D-glucose + alpha-D-glucose 1-phosphate	CHEBI:43474,CHEBI:16551	CHEBI:17925,CHEBI:58601	phosphate,alpha,alpha-trehalose	alpha-D-glucose,alpha-D-glucose 1-phosphate
RHEA:16273	an N-acylsphing-4-enine + CDP-choline = CMP + H(+) + sphingomyelin	CHEBI:52639,CHEBI:58779	CHEBI:15378,CHEBI:60377,CHEBI:17636	an N-acylsphing-4-enine,CDP-choline	H(+),CMP,sphingomyelin
RHEA:16301	H2O + NAD(+) = ADP-D-ribose + H(+) + nicotinamide	CHEBI:15377,CHEBI:57540	CHEBI:15378,CHEBI:17154,CHEBI:57967	H2O,NAD(+)	H(+),nicotinamide,ADP-D-ribose
RHEA:16357	A + succinate = AH2 + fumarate	CHEBI:30031,CHEBI:13193	CHEBI:17499,CHEBI:29806	succinate,A	AH2,fumarate
RHEA:16369	(R)-lactate + NAD(+) = H(+) + NADH + pyruvate	CHEBI:16004,CHEBI:57540	CHEBI:57945,CHEBI:15378,CHEBI:15361	(R)-lactate,NAD(+)	NADH,H(+),pyruvate
RHEA:16421	an aldehyde + H2O + 2 oxidized [2Fe-2S]-[ferredoxin] = a carboxylate + 3 H(+) + 2 reduced [2Fe-2S]-[ferredoxin]	GENERIC:10000,CHEBI:15377,CHEBI:17478	GENERIC:10001,CHEBI:15378,CHEBI:29067	oxidized [2Fe-2S]-[ferredoxin],H2O,an aldehyde	reduced [2Fe-2S]-[ferredoxin],H(+),a carboxylate
RHEA:16425	formaldehyde + H2O + NAD(+) = formate + 2 H(+) + NADH	CHEBI:15377,CHEBI:16842,CHEBI:57540	CHEBI:57945,CHEBI:15740,CHEBI:15378	H2O,formaldehyde,NAD(+)	NADH,formate,H(+)
RHEA:16505	chorismate = 4-hydroxybenzoate + pyruvate	CHEBI:29748	CHEBI:17879,CHEBI:15361	chorismate	4-hydroxybenzoate,pyruvate
RHEA:16521	H(+) + NAD(+) + 2 reduced [2Fe-2S]-[ferredoxin] = NADH + 2 oxidized [2Fe-2S]-[ferredoxin]	GENERIC:10001,CHEBI:15378,CHEBI:57540	GENERIC:10000,CHEBI:57945	reduced [2Fe-2S]-[ferredoxin],H(+),NAD(+)	oxidized [2Fe-2S]-[ferredoxin],NADH
RHEA:16581	2 [Fe(II)cytochrome c] + 2 H(+) + H2O2 = 2 [Fe(III)cytochrome c] + 2 H2O	GENERIC:10350,CHEBI:16240,CHEBI:15378	GENERIC:14399,CHEBI:15377	[Fe(II)cytochrome c],H2O2,H(+)	[Fe(III)cytochrome c],H2O
RHEA:16601	L-aspartate = fumarate + NH4(+)	CHEBI:29991	CHEBI:28938,CHEBI:29806	L-aspartate	NH4(+),fumarate
RHEA:16645	H2O + hexadecanoyl-CoA = CoA + H(+) + hexadecanoate	CHEBI:15377,CHEBI:57379	CHEBI:57287,CHEBI:15378,CHEBI:7896	H2O,hexadecanoyl-CoA	CoA,H(+),hexadecanoate
RHEA:16657	H2O + inosine = D-ribose + hypoxanthine	CHEBI:15377,CHEBI:17596	CHEBI:47013,CHEBI:17368	H2O,inosine	D-ribose,hypoxanthine
RHEA:16669	H2O + NAD(+) + xanthine = H(+) + NADH + urate	CHEBI:15377,CHEBI:17712,CHEBI:57540	CHEBI:57945,CHEBI:15378,CHEBI:17775	H2O,xanthine,NAD(+)	NADH,H(+),urate
RHEA:16689	D-glucose 6-phosphate + H2O = D-glucose + phosphate	CHEBI:15377,CHEBI:61548	CHEBI:43474,CHEBI:4167	H2O,D-glucose 6-phosphate	phosphate,D-glucose
RHEA:16717	deoxycholate + FAD + H(+) + H2O = cholate + FADH2	CHEBI:15377,CHEBI:57692,CHEBI:15378,CHEBI:23614	CHEBI:29747,CHEBI:58307	H2O,FAD,H(+),deoxycholate	cholate,FADH2
RHEA:16741	a 2-acylglycerol + an acyl-CoA = a 1,2-diacylglycerol + CoA	CHEBI:58342,CHEBI:17389	CHEBI:57287,CHEBI:49172	an acyl-CoA,a 2-acylglycerol	CoA,a 1,2-diacylglycerol
RHEA:16781	an acyl-CoA + H2O = a fatty acid + CoA + H(+)	CHEBI:15377,CHEBI:58342	CHEBI:57287,CHEBI:15378,CHEBI:28868	H2O,an acyl-CoA	CoA,H(+),a fatty acid
RHEA:16833	2 glutathione + H2O2 = glutathione disulfide + 2 H2O	CHEBI:16240,CHEBI:57925	CHEBI:15377,CHEBI:58297	H2O2,glutathione	H2O,glutathione disulfide
RHEA:16845	acetyl-CoA + H2O + oxaloacetate = citrate + CoA + H(+)	CHEBI:15377,CHEBI:57288,CHEBI:16452	CHEBI:57287,CHEBI:15378,CHEBI:16947	H2O,acetyl-CoA,oxaloacetate	CoA,H(+),citrate
RHEA:16909	2 [Fe(III)cytochrome c] + glycine + H2O = 2 [Fe(II)cytochrome c] + glyoxylate + 2 H(+) + NH4(+)	GENERIC:14399,CHEBI:15377,CHEBI:57305	CHEBI:28938,GENERIC:10350,CHEBI:36655,CHEBI:15378	[Fe(III)cytochrome c],H2O,glycine	NH4(+),[Fe(II)cytochrome c],glyoxylate,H(+)
RHEA:17141	glycine + oxaloacetate = glyoxylate + L-aspartate	CHEBI:57305,CHEBI:16452	CHEBI:29991,CHEBI:36655	glycine,oxaloacetate	L-aspartate,glyoxylate
RHEA:17185	IMP + NADP(+) + NH4(+) = GMP + 2 H(+) + NADPH	CHEBI:28938,CHEBI:58053,CHEBI:58349	CHEBI:15378,CHEBI:57783,CHEBI:58115	NH4(+),IMP,NADP(+)	H(+),NADPH,GMP
RHEA:17341	1-hexadecanoyl-sn-glycero-3-phosphate + NADP(+) = 1-hexadecanoylglycerone 3-phosphate + H(+) + NADPH	CHEBI:58349,CHEBI:57518	CHEBI:15378,CHEBI:57783,CHEBI:58303	NADP(+),1-hexadecanoyl-sn-glycero-3-phosphate	H(+),NADPH,1-hexadecanoylglycerone 3-phosphate
RHEA:17445	H2 + 2 oxidized [2Fe-2S]-[ferredoxin] = 2 H(+) + 2 reduced [2Fe-2S]-[ferredoxin]	GENERIC:10000,CHEBI:18276	GENERIC:10001,CHEBI:15378	oxidized [2Fe-2S]-[ferredoxin],H2	reduced [2Fe-2S]-[ferredoxin],H(+)
RHEA:17629	alpha,alpha-trehalose(in) = alpha,alpha-trehalose(out)	CHEBI:16551	CHEBI:16551	alpha,alpha-trehalose	alpha,alpha-trehalose
RHEA:17653	(2E,6E)-farnesyl diphosphate + isopentenyl diphosphate = all-trans-geranylgeranyl diphosphate + diphosphate	CHEBI:175763,CHEBI:128769	CHEBI:33019,CHEBI:58756	(2E,6E)-farnesyl diphosphate,isopentenyl diphosphate	diphosphate,all-trans-geranylgeranyl diphosphate
RHEA:17889	H2O + phosphoethanolamine = acetaldehyde + NH4(+) + phosphate	CHEBI:15377,CHEBI:58190	CHEBI:28938,CHEBI:15343,CHEBI:43474	H2O,phosphoethanolamine	NH4(+),acetaldehyde,phosphate
RHEA:17909	(S)-lactate = acetaldehyde + formate	CHEBI:16651	CHEBI:15740,CHEBI:15343	(S)-lactate	formate,acetaldehyde
RHEA:17913	H2O + NAD(+) + nitrite = H(+) + NADH + nitrate	CHEBI:15377,CHEBI:57540,CHEBI:16301	CHEBI:57945,CHEBI:15378,CHEBI:17632	H2O,NAD(+),nitrite	NADH,H(+),nitrate
RHEA:17937	dihydroxyacetone phosphate = methylglyoxal + phosphate	CHEBI:57642	CHEBI:17158,CHEBI:43474	dihydroxyacetone phosphate	methylglyoxal,phosphate
RHEA:17973	diphosphate + IMP = 5-phospho-alpha-D-ribose 1-diphosphate + hypoxanthine	CHEBI:58053,CHEBI:33019	CHEBI:58017,CHEBI:17368	IMP,diphosphate	5-phospho-alpha-D-ribose 1-diphosphate,hypoxanthine
RHEA:18041	2 H2O + NH4(+) + 6 oxidized [2Fe-2S]-[ferredoxin] = 8 H(+) + nitrite + 6 reduced [2Fe-2S]-[ferredoxin]	GENERIC:10000,CHEBI:28938,CHEBI:15377	GENERIC:10001,CHEBI:15378,CHEBI:16301	oxidized [2Fe-2S]-[ferredoxin],NH4(+),H2O	reduced [2Fe-2S]-[ferredoxin],H(+),nitrite
RHEA:18073	(S)-dihydroorotate + A = AH2 + orotate	CHEBI:30864,CHEBI:13193	CHEBI:17499,CHEBI:30839	(S)-dihydroorotate,A	AH2,orotate
RHEA:18181	acetyl-CoA + glyoxylate + H2O = (S)-malate + CoA + H(+)	CHEBI:15377,CHEBI:36655,CHEBI:57288	CHEBI:57287,CHEBI:15378,CHEBI:15589	H2O,glyoxylate,acetyl-CoA	CoA,H(+),(S)-malate
RHEA:18229	glycolate + NAD(+) = glyoxylate + H(+) + NADH	CHEBI:29805,CHEBI:57540	CHEBI:57945,CHEBI:36655,CHEBI:15378	glycolate,NAD(+)	NADH,glyoxylate,H(+)
RHEA:18281	NAD(+) + succinate = fumarate + H(+) + NADH	CHEBI:30031,CHEBI:57540	CHEBI:57945,CHEBI:29806,CHEBI:15378	succinate,NAD(+)	NADH,fumarate,H(+)
RHEA:18405	H2O + L-alanine + NAD(+) = H(+) + NADH + NH4(+) + pyruvate	CHEBI:15377,CHEBI:57972,CHEBI:57540	CHEBI:28938,CHEBI:57945,CHEBI:15378,CHEBI:15361	H2O,L-alanine,NAD(+)	NH4(+),NADH,H(+),pyruvate
RHEA:18509	H(+) + H2O2 + NADH = 2 H2O + NAD(+)	CHEBI:57945,CHEBI:16240,CHEBI:15378	CHEBI:15377,CHEBI:57540	NADH,H2O2,H(+)	H2O,NAD(+)
RHEA:18585	D-glyceraldehyde 3-phosphate = dihydroxyacetone phosphate	CHEBI:59776	CHEBI:57642	D-glyceraldehyde 3-phosphate	dihydroxyacetone phosphate
RHEA:18637	H2 + NADP(+) = H(+) + NADPH	CHEBI:18276,CHEBI:58349	CHEBI:15378,CHEBI:57783	H2,NADP(+)	H(+),NADPH
RHEA:18641	a menaquinone + H2 = a menaquinol	CHEBI:18276,POLYMER:9537	POLYMER:9539	H2,a menaquinone	a menaquinol
RHEA:18669	adenosine + H2O = adenine + D-ribose	CHEBI:15377,CHEBI:16335	CHEBI:16708,CHEBI:47013	H2O,adenosine	adenine,D-ribose
RHEA:18677	[Fe(III)-cytochrome b5] + L-ascorbate = [Fe(II)-cytochrome b5] + H(+) + monodehydro-L-ascorbate radical	CHEBI:38290,GENERIC:10439	CHEBI:15378,CHEBI:59513,GENERIC:10438	L-ascorbate,[Fe(III)-cytochrome b5]	H(+),monodehydro-L-ascorbate radical,[Fe(II)-cytochrome b5]
RHEA:18689	a 1,2-diacyl-sn-glycero-3-phosphocholine + H2O = a 2-acyl-sn-glycero-3-phosphocholine + a fatty acid + H(+)	CHEBI:15377,CHEBI:57643	CHEBI:57875,CHEBI:15378,CHEBI:28868	H2O,a 1,2-diacyl-sn-glycero-3-phosphocholine	a 2-acyl-sn-glycero-3-phosphocholine,H(+),a fatty acid
RHEA:18765	a 1,2-diacyl-sn-glycero-3-phosphocholine + an N-acylsphing-4-enine = a 1,2-diacyl-sn-glycerol + sphingomyelin	CHEBI:57643,CHEBI:52639	CHEBI:17815,CHEBI:17636	a 1,2-diacyl-sn-glycero-3-phosphocholine,an N-acylsphing-4-enine	a 1,2-diacyl-sn-glycerol,sphingomyelin
RHEA:18793	alpha-D-ribose 1-phosphate = D-ribose 5-phosphate	CHEBI:57720	CHEBI:78346	alpha-D-ribose 1-phosphate	D-ribose 5-phosphate
RHEA:18817	acetyl-CoA + malonate = acetate + malonyl-CoA	CHEBI:57288,CHEBI:15792	CHEBI:57384,CHEBI:30089	acetyl-CoA,malonate	malonyl-CoA,acetate
RHEA:18977	a quinone + sn-glycerol 3-phosphate = a quinol + dihydroxyacetone phosphate	CHEBI:132124,CHEBI:57597	CHEBI:24646,CHEBI:57642	a quinone,sn-glycerol 3-phosphate	a quinol,dihydroxyacetone phosphate
RHEA:18997	CTP + H(+) + phosphocholine = CDP-choline + diphosphate	CHEBI:15378,CHEBI:295975,CHEBI:37563	CHEBI:33019,CHEBI:58779	H(+),phosphocholine,CTP	diphosphate,CDP-choline
RHEA:19061	H2O + NADP(+) + nitrite = H(+) + NADPH + nitrate	CHEBI:15377,CHEBI:58349,CHEBI:16301	CHEBI:15378,CHEBI:57783,CHEBI:17632	H2O,NADP(+),nitrite	H(+),NADPH,nitrate
RHEA:19169	L-serine = NH4(+) + pyruvate	CHEBI:33384	CHEBI:28938,CHEBI:15361	L-serine	NH4(+),pyruvate
RHEA:19221	2 formaldehyde + H2O = formate + H(+) + methanol	CHEBI:15377,CHEBI:16842	CHEBI:15740,CHEBI:15378,CHEBI:17790	H2O,formaldehyde	formate,H(+),methanol
RHEA:19253	H2O + sphingomyelin = an N-acylsphing-4-enine + H(+) + phosphocholine	CHEBI:15377,CHEBI:17636	CHEBI:15378,CHEBI:295975,CHEBI:52639	H2O,sphingomyelin	H(+),phosphocholine,an N-acylsphing-4-enine
RHEA:19361	(2E)-geranyl diphosphate + isopentenyl diphosphate = (2E,6E)-farnesyl diphosphate + diphosphate	CHEBI:128769,CHEBI:58057	CHEBI:175763,CHEBI:33019	isopentenyl diphosphate,(2E)-geranyl diphosphate	(2E,6E)-farnesyl diphosphate,diphosphate
RHEA:19393	L-lysine + pyruvate = (S)-2-amino-6-oxohexanoate + L-alanine	CHEBI:32551,CHEBI:15361	CHEBI:57972,CHEBI:58321	L-lysine,pyruvate	L-alanine,(S)-2-amino-6-oxohexanoate
RHEA:19401	methanol + NAD(+) = formaldehyde + H(+) + NADH	CHEBI:57540,CHEBI:17790	CHEBI:16842,CHEBI:57945,CHEBI:15378	NAD(+),methanol	formaldehyde,NADH,H(+)
RHEA:19453	2-oxoglutarate + L-alanine = L-glutamate + pyruvate	CHEBI:16810,CHEBI:57972	CHEBI:29985,CHEBI:15361	2-oxoglutarate,L-alanine	L-glutamate,pyruvate
RHEA:19513	carbamoyl phosphate + L-ornithine = H(+) + L-citrulline + phosphate	CHEBI:46911,CHEBI:58228	CHEBI:15378,CHEBI:57743,CHEBI:43474	L-ornithine,carbamoyl phosphate	H(+),L-citrulline,phosphate
RHEA:19521	acetyl-CoA + phosphate = acetyl phosphate + CoA	CHEBI:57288,CHEBI:43474	CHEBI:57287,CHEBI:22191	acetyl-CoA,phosphate	CoA,acetyl phosphate
RHEA:19545	H2O + sn-glycerol 3-phosphocholine = glycerol + H(+) + phosphocholine	CHEBI:15377,CHEBI:16870	CHEBI:17754,CHEBI:15378,CHEBI:295975	H2O,sn-glycerol 3-phosphocholine	glycerol,H(+),phosphocholine
RHEA:19553	H2O + L-tryptophan = indole + NH4(+) + pyruvate	CHEBI:15377,CHEBI:57912	CHEBI:28938,CHEBI:16881,CHEBI:15361	H2O,L-tryptophan	NH4(+),indole,pyruvate
RHEA:19597	H2O + L-arginine = L-citrulline + NH4(+)	CHEBI:15377,CHEBI:32682	CHEBI:28938,CHEBI:57743	H2O,L-arginine	NH4(+),L-citrulline
RHEA:19625	L-threonine = acetaldehyde + glycine	CHEBI:57926	CHEBI:15343,CHEBI:57305	L-threonine	acetaldehyde,glycine
RHEA:19669	GTP + H2O = GDP + H(+) + phosphate	CHEBI:15377,CHEBI:37565	CHEBI:15378,CHEBI:58189,CHEBI:43474	H2O,GTP	H(+),GDP,phosphate
RHEA:19709	a 1-acyl-sn-glycero-3-phosphate + an acyl-CoA = a 1,2-diacyl-sn-glycero-3-phosphate + CoA	CHEBI:58342,CHEBI:57970	CHEBI:57287,CHEBI:58608	an acyl-CoA,a 1-acyl-sn-glycero-3-phosphate	CoA,a 1,2-diacyl-sn-glycero-3-phosphate
RHEA:19773	NADP(+) + sn-glycerol 3-phosphate = D-glyceraldehyde 3-phosphate + H(+) + NADPH	CHEBI:57597,CHEBI:58349	CHEBI:15378,CHEBI:57783,CHEBI:59776	sn-glycerol 3-phosphate,NADP(+)	H(+),NADPH,D-glyceraldehyde 3-phosphate
RHEA:19793	H(+) + H2O + oxidized [electron-transfer flavoprotein] + sarcosine = formaldehyde + glycine + reduced [electron-transfer flavoprotein]	GENERIC:10685,CHEBI:15377,CHEBI:15378,CHEBI:57433	GENERIC:10686,CHEBI:16842,CHEBI:57305	oxidized [electron-transfer flavoprotein],H2O,H(+),sarcosine	reduced [electron-transfer flavoprotein],formaldehyde,glycine
RHEA:19817	(6S)-5-methyl-5,6,7,8-tetrahydrofolate + NADP(+) = (6R)-5,10-methylene-5,6,7,8-tetrahydrofolate + H(+) + NADPH	CHEBI:18608,CHEBI:58349	CHEBI:15378,CHEBI:57783,CHEBI:15636	(6S)-5-methyl-5,6,7,8-tetrahydrofolate,NADP(+)	H(+),NADPH,(6R)-5,10-methylene-5,6,7,8-tetrahydrofolate
RHEA:19821	(6S)-5-methyl-5,6,7,8-tetrahydrofolate + NAD(+) = (6R)-5,10-methylene-5,6,7,8-tetrahydrofolate + H(+) + NADH	CHEBI:18608,CHEBI:57540	CHEBI:57945,CHEBI:15378,CHEBI:15636	(6S)-5-methyl-5,6,7,8-tetrahydrofolate,NAD(+)	NADH,H(+),(6R)-5,10-methylene-5,6,7,8-tetrahydrofolate
RHEA:19889	alpha-D-glucose 1-phosphate + H(+) + UTP = diphosphate + UDP-alpha-D-glucose	CHEBI:15378,CHEBI:58601,CHEBI:46398	CHEBI:33019,CHEBI:58885	H(+),alpha-D-glucose 1-phosphate,UTP	diphosphate,UDP-alpha-D-glucose
RHEA:19909	(S)-lactate + 2 [Fe(III)cytochrome c] = 2 [Fe(II)cytochrome c] + 2 H(+) + pyruvate	GENERIC:14399,CHEBI:16651	GENERIC:10350,CHEBI:15378,CHEBI:15361	[Fe(III)cytochrome c],(S)-lactate	[Fe(II)cytochrome c],H(+),pyruvate
RHEA:19933	alpha-D-glucose 1-phosphate + H2O = D-glucose + phosphate	CHEBI:15377,CHEBI:58601	CHEBI:43474,CHEBI:4167	H2O,alpha-D-glucose 1-phosphate	phosphate,D-glucose
RHEA:19953	a 2-oxocarboxylate + L-alanine = an L-alpha-amino acid + pyruvate	CHEBI:57972,CHEBI:35179	CHEBI:15361,CHEBI:59869	L-alanine,a 2-oxocarboxylate	pyruvate,an L-alpha-amino acid
RHEA:19997	H2O + phosphoenolpyruvate = phosphate + pyruvate	CHEBI:15377,CHEBI:58702	CHEBI:15361,CHEBI:43474	H2O,phosphoenolpyruvate	pyruvate,phosphate
RHEA:20001	glycolaldehyde + H2O + NAD(+) = glycolate + 2 H(+) + NADH	CHEBI:15377,CHEBI:57540,CHEBI:17071	CHEBI:57945,CHEBI:15378,CHEBI:29805	H2O,NAD(+),glycolaldehyde	NADH,H(+),glycolate
RHEA:20041	3-oxopropanoate + H2O + NADP(+) = 2 H(+) + malonate + NADPH	CHEBI:15377,CHEBI:58349,CHEBI:33190	CHEBI:15378,CHEBI:57783,CHEBI:15792	H2O,NADP(+),3-oxopropanoate	H(+),NADPH,malonate
RHEA:20045	3-oxopropanoate + H2O + NAD(+) = 2 H(+) + malonate + NADH	CHEBI:15377,CHEBI:57540,CHEBI:33190	CHEBI:57945,CHEBI:15378,CHEBI:15792	H2O,NAD(+),3-oxopropanoate	NADH,H(+),malonate
RHEA:20125	H(+) + NADP(+) + 2 reduced [2Fe-2S]-[ferredoxin] = NADPH + 2 oxidized [2Fe-2S]-[ferredoxin]	GENERIC:10001,CHEBI:15378,CHEBI:58349	GENERIC:10000,CHEBI:57783	reduced [2Fe-2S]-[ferredoxin],H(+),NADP(+)	oxidized [2Fe-2S]-[ferredoxin],NADPH
RHEA:20249	L-alanine = D-alanine	CHEBI:57972	CHEBI:57416	L-alanine	D-alanine
RHEA:20289	acetyl-CoA + H2O = acetate + CoA + H(+)	CHEBI:15377,CHEBI:57288	CHEBI:57287,CHEBI:15378,CHEBI:30089	H2O,acetyl-CoA	CoA,H(+),acetate
RHEA:20345	[thioredoxin]-dithiol + NADP(+) = [thioredoxin]-disulfide + H(+) + NADPH	GENERIC:10698,CHEBI:58349	GENERIC:10700,CHEBI:15378,CHEBI:57783	[thioredoxin]-dithiol,NADP(+)	[thioredoxin]-disulfide,H(+),NADPH
RHEA:20409	alpha-D-glucose 1-phosphate + riboflavin = D-glucose + FMN	CHEBI:57986,CHEBI:58601	CHEBI:58210,CHEBI:4167	riboflavin,alpha-D-glucose 1-phosphate	FMN,D-glucose
RHEA:20469	H2O + IMP = D-ribose 5-phosphate + hypoxanthine	CHEBI:15377,CHEBI:58053	CHEBI:78346,CHEBI:17368	H2O,IMP	D-ribose 5-phosphate,hypoxanthine
RHEA:20517	UDP-N-acetyl-alpha-D-glucosamine = UDP-N-acetyl-alpha-D-galactosamine	CHEBI:57705	CHEBI:67138	UDP-N-acetyl-alpha-D-glucosamine	UDP-N-acetyl-alpha-D-galactosamine
RHEA:20569	H2O + L-arginine = L-ornithine + urea	CHEBI:15377,CHEBI:32682	CHEBI:46911,CHEBI:16199	H2O,L-arginine	L-ornithine,urea
RHEA:20581	H2O + NAD(+) + NH4(+) = 2 H(+) + hydroxylamine + NADH	CHEBI:28938,CHEBI:15377,CHEBI:57540	CHEBI:57945,CHEBI:15429,CHEBI:15378	NH4(+),H2O,NAD(+)	NADH,hydroxylamine,H(+)
RHEA:20764	(S)-methylmalonyl-CoA + pyruvate = oxaloacetate + propanoyl-CoA	CHEBI:15361,CHEBI:57327	CHEBI:57392,CHEBI:16452	pyruvate,(S)-methylmalonyl-CoA	propanoyl-CoA,oxaloacetate
RHEA:20856	an N-acylsphing-4-enine + H2O = a fatty acid + sphing-4-enine	CHEBI:15377,CHEBI:52639	CHEBI:28868,CHEBI:57756	H2O,an N-acylsphing-4-enine	a fatty acid,sphing-4-enine
RHEA:20868	alpha,alpha-trehalose + H2O = 2 D-glucose	CHEBI:15377,CHEBI:16551	CHEBI:4167	H2O,alpha,alpha-trehalose	D-glucose
RHEA:21016	H2O + L-asparagine = L-aspartate + NH4(+)	CHEBI:15377,CHEBI:58048	CHEBI:28938,CHEBI:29991	H2O,L-asparagine	NH4(+),L-aspartate
RHEA:21036	2 acetyl-CoA = acetoacetyl-CoA + CoA	CHEBI:57288	CHEBI:57287,CHEBI:57286	acetyl-CoA	CoA,acetoacetyl-CoA
RHEA:21068	A + H2O + nitrite = AH2 + nitrate	CHEBI:15377,CHEBI:13193,CHEBI:16301	CHEBI:17499,CHEBI:17632	H2O,A,nitrite	AH2,nitrate
RHEA:21200	2-oxoglutarate + L-lysine = (S)-2-amino-6-oxohexanoate + L-glutamate	CHEBI:16810,CHEBI:32551	CHEBI:29985,CHEBI:58321	2-oxoglutarate,L-lysine	L-glutamate,(S)-2-amino-6-oxohexanoate
RHEA:21208	H2O + O-phospho-L-serine = L-serine + phosphate	CHEBI:57524,CHEBI:15377	CHEBI:33384,CHEBI:43474	O-phospho-L-serine,H2O	L-serine,phosphate
RHEA:21264	A + glycolate = AH2 + glyoxylate	CHEBI:29805,CHEBI:13193	CHEBI:17499,CHEBI:36655	glycolate,A	AH2,glyoxylate
RHEA:21288	D-glucose + sn-glycerol 3-phosphate = D-glucose 6-phosphate + glycerol	CHEBI:57597,CHEBI:4167	CHEBI:17754,CHEBI:61548	sn-glycerol 3-phosphate,D-glucose	glycerol,D-glucose 6-phosphate
RHEA:21408	H2O + L-phenylalanine + NAD(+) = 3-phenylpyruvate + H(+) + NADH + NH4(+)	CHEBI:15377,CHEBI:57540,CHEBI:58095	CHEBI:28938,CHEBI:18005,CHEBI:57945,CHEBI:15378	H2O,NAD(+),L-phenylalanine	NH4(+),3-phenylpyruvate,NADH,H(+)
RHEA:21432	(S)-malate + NAD(+) = H(+) + NADH + oxaloacetate	CHEBI:57540,CHEBI:15589	CHEBI:57945,CHEBI:15378,CHEBI:16452	NAD(+),(S)-malate	NADH,H(+),oxaloacetate
RHEA:21612	D-gluconate = 2-dehydro-3-deoxy-D-gluconate + H2O	CHEBI:18391	CHEBI:15377,CHEBI:57990	D-gluconate	H2O,2-dehydro-3-deoxy-D-gluconate
RHEA:21620	FMNH2 + NAD(+) = FMN + 2 H(+) + NADH	CHEBI:57618,CHEBI:57540	CHEBI:57945,CHEBI:58210,CHEBI:15378	FMNH2,NAD(+)	NADH,FMN,H(+)
RHEA:21624	FMNH2 + NADP(+) = FMN + 2 H(+) + NADPH	CHEBI:57618,CHEBI:58349	CHEBI:58210,CHEBI:15378,CHEBI:57783	FMNH2,NADP(+)	FMN,H(+),NADPH
RHEA:21704	H2O + L-tyrosine = NH4(+) + phenol + pyruvate	CHEBI:58315,CHEBI:15377	CHEBI:28938,CHEBI:15882,CHEBI:15361	L-tyrosine,H2O	NH4(+),phenol,pyruvate
RHEA:21708	H2O + S-adenosyl-L-homocysteine = adenosine + L-homocysteine	CHEBI:15377,CHEBI:57856	CHEBI:16335,CHEBI:58199	H2O,S-adenosyl-L-homocysteine	adenosine,L-homocysteine
RHEA:21732	chorismate + L-glutamine = anthranilate + H(+) + L-glutamate + pyruvate	CHEBI:29748,CHEBI:58359	CHEBI:29985,CHEBI:15378,CHEBI:16567,CHEBI:15361	chorismate,L-glutamine	L-glutamate,H(+),anthranilate,pyruvate
RHEA:21824	2-oxoglutarate + L-aspartate = L-glutamate + oxaloacetate	CHEBI:29991,CHEBI:16810	CHEBI:29985,CHEBI:16452	L-aspartate,2-oxoglutarate	L-glutamate,oxaloacetate
RHEA:21828	H2O + nitrite + 2 oxidized [2Fe-2S]-[ferredoxin] = 2 H(+) + nitrate + 2 reduced [2Fe-2S]-[ferredoxin]	GENERIC:10000,CHEBI:15377,CHEBI:16301	GENERIC:10001,CHEBI:15378,CHEBI:17632	oxidized [2Fe-2S]-[ferredoxin],H2O,nitrite	reduced [2Fe-2S]-[ferredoxin],H(+),nitrate
RHEA:22052	A + H2O + NH4(+) = AH2 + H(+) + hydroxylamine	CHEBI:28938,CHEBI:15377,CHEBI:13193	CHEBI:17499,CHEBI:15429,CHEBI:15378	NH4(+),H2O,A	AH2,hydroxylamine,H(+)
