rheaid	reactionEquation	compoundID_L	compoundID_R	compoundName_L	compoundName_R	direction
RHEA:22536	(S)-tetrahydrocolumbamine + S-adenosyl-L-methionine = H(+) + S-adenosyl-L-homocysteine + tetrahydropalmatine	CHEBI:17772	CHEBI:16563	(S)-tetrahydrocolumbamine	tetrahydropalmatine	L>R
RHEA:22540	5'-dehydroadenosine + H2O + O2 = 9-riburonosyladenine + H(+) + H2O2	CHEBI:1958	CHEBI:57605	5'-dehydroadenosine	9-riburonosyladenine	L>R
RHEA:22616	2 H(+) + O2 + 2 sulochrin = 2 (2R)-bisdechlorogeodin + 2 H2O	CHEBI:77639	CHEBI:15391	sulochrin	(2R)-bisdechlorogeodin	L>R
RHEA:22628	5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate + ATP + L-aspartate = (2S)-2-[5-amino-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamido]succinate + ADP + 2 H(+) + phosphate	CHEBI:77657	CHEBI:58443	5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate	(2S)-2-[5-amino-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamido]succinate	L>R
RHEA:22644	O2 + protopine + reduced [NADPH--hemoprotein reductase] = 6-hydroxyprotopine + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]	CHEBI:16415	CHEBI:17104	protopine	6-hydroxyprotopine	L>R
RHEA:22684	4-amino-L-phenylalanyl-[peptidyl-carrier protein] + AH2 + O2 = (2R)-2-(4-aminophenyl)-L-seryl-[peptidyl-carrier protein] + A + H2O	GENERIC:15237	GENERIC:15238	4-amino-L-phenylalanyl-[peptidyl-carrier protein]	(2R)-2-(4-aminophenyl)-L-seryl-[peptidyl-carrier protein]	L>R
RHEA:22692	3-hydroxybenzoate + H(+) + NADH + O2 = 2,5-dihydroxybenzoate + H2O + NAD(+)	CHEBI:16193	CHEBI:58044	3-hydroxybenzoate	2,5-dihydroxybenzoate	L>R
RHEA:22700	gibberellin A12 aldehyde + O2 + reduced [NADPH--hemoprotein reductase] = gibberellin A12 + 2 H(+) + H2O + oxidized [NADPH--hemoprotein reductase]	CHEBI:57432	CHEBI:58627	gibberellin A12 aldehyde	gibberellin A12	L>R
RHEA:22732	4-hydroxyphenylacetate + H(+) = 4-methylphenol + CO2	CHEBI:48999	CHEBI:17847	4-hydroxyphenylacetate	4-methylphenol	L>R
RHEA:22740	ATP + D-hexose = ADP + D-hexose 6-phosphate + H(+)	CHEBI:4194	CHEBI:61567	D-hexose	D-hexose 6-phosphate	L>R
RHEA:22744	a 5'-end (N(7)-methyl 5'-triphosphoguanosine)-(2'-O-methyladenosine) in mRNA + S-adenosyl-L-methionine = a 5'-end (N(7)-methyl 5'-triphosphoguanosine)-(N(6),2'-O-dimethyladenosine) in mRNA + H(+) + S-adenosyl-L-homocysteine	GENERIC:11518	GENERIC:11519	a 5'-end (N(7)-methyl 5'-triphosphoguanosine)-(2'-O-methyladenosine) in mRNA	a 5'-end (N(7)-methyl 5'-triphosphoguanosine)-(N(6),2'-O-dimethyladenosine) in mRNA	L>R
RHEA:22756	a long-chain primary fatty alcohol + O2 = a long-chain fatty aldehyde + H2O2	CHEBI:77396	CHEBI:17176	a long-chain primary fatty alcohol	a long-chain fatty aldehyde	L>R
RHEA:22760	Cypridina luciferin + O2 = CO2 + hnu + oxidized Cypridina luciferin	CHEBI:58006	CHEBI:58059	Cypridina luciferin	oxidized Cypridina luciferin	L>R
RHEA:22796	ATP + D-hamamelose = ADP + D-hamamelose 2'-phosphate + H(+)	CHEBI:18004	CHEBI:57828	D-hamamelose	D-hamamelose 2'-phosphate	L>R
RHEA:22808	6-hydroxynicotinate + H2O + O2 = 2,6-dihydroxynicotinate + H2O2	CHEBI:57664	CHEBI:58780	6-hydroxynicotinate	2,6-dihydroxynicotinate	L>R
RHEA:22836	a fatty acyl-[ACP] + H(+) + malonyl-[ACP] = a 3-oxoacyl-[ACP] + CO2 + holo-[ACP]	GENERIC:14125	GENERIC:9916	a fatty acyl-[ACP]	a 3-oxoacyl-[ACP]	L>R
RHEA:22844	(6aS,11aS)-4-dimethylallyl-3,6a,9-trihydroxypterocarpan + O2 + reduced [NADPH--hemoprotein reductase] = glyceollin I + H(+) + 2 H2O + oxidized [NADPH--hemoprotein reductase]	CHEBI:50036	CHEBI:16470	(6aS,11aS)-4-dimethylallyl-3,6a,9-trihydroxypterocarpan	glyceollin I	L>R
RHEA:22860	ATP + H(+) + nicotinate beta-D-ribonucleotide = deamido-NAD(+) + diphosphate	CHEBI:57502	CHEBI:58437	nicotinate beta-D-ribonucleotide	deamido-NAD(+)	L>R
RHEA:22872	2-oxoglutarate + L-prolyl-[procollagen] + O2 = CO2 + succinate + trans-3-hydroxy-L-prolyl-[procollagen]	GENERIC:11676	GENERIC:11678	L-prolyl-[procollagen]	trans-3-hydroxy-L-prolyl-[procollagen]	L>R
RHEA:22904	ent-7alpha-hydroxykaur-16-en-19-oate + O2 + reduced [NADPH--hemoprotein reductase] = gibberellin A12 aldehyde + H(+) + 2 H2O + oxidized [NADPH--hemoprotein reductase]	CHEBI:57298	CHEBI:57432	ent-7alpha-hydroxykaur-16-en-19-oate	gibberellin A12 aldehyde	L>R
RHEA:22916	4'-hydroxyacetophenone + H(+) + NADPH + O2 = 4-acetoxyphenol + H2O + NADP(+)	CHEBI:28032	CHEBI:31128	4'-hydroxyacetophenone	4-acetoxyphenol	L>R
RHEA:22952	O2 + octanedioyl-CoA = (2E)-octenedioyl-CoA + H2O2	CHEBI:76317	CHEBI:76330	octanedioyl-CoA	(2E)-octenedioyl-CoA	L>R
RHEA:22956	1-(1,2-saturated alkyl)-2-acyl-sn-glycero-3-phosphoethanolamine + AH2 + O2 = 1-O-(1Z-alkenyl)-2-acyl-sn-glycero-3-phosphoethanolamine + A + 2 H2O	CHEBI:75028	CHEBI:77290	1-(1,2-saturated alkyl)-2-acyl-sn-glycero-3-phosphoethanolamine	1-O-(1Z-alkenyl)-2-acyl-sn-glycero-3-phosphoethanolamine	L>R
RHEA:22960	formononetin + O2 + reduced [NADPH--hemoprotein reductase] = calycosin + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]	CHEBI:77688	CHEBI:77992	formononetin	calycosin	L>R
RHEA:22976	(25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oate + ATP + CoA = (25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oyl-CoA + AMP + diphosphate	CHEBI:58734	CHEBI:58677	(25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oate	(25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oyl-CoA	L>R
RHEA:23032	2-(formamido)-N(1)-(5-phospho-D-ribosyl)acetamidine + ATP = 5-amino-1-(5-phospho-beta-D-ribosyl)imidazole + ADP + H(+) + phosphate	CHEBI:58478	CHEBI:137981	2-(formamido)-N(1)-(5-phospho-D-ribosyl)acetamidine	5-amino-1-(5-phospho-beta-D-ribosyl)imidazole	L>R
RHEA:23044	H(+) + N,N-dihydroxy-L-tyrosine = (E)-4-hydroxyphenylacetaldehyde oxime + CO2 + H2O	CHEBI:57270	CHEBI:15666	N,N-dihydroxy-L-tyrosine	(E)-4-hydroxyphenylacetaldehyde oxime	L>R
RHEA:23052	[pyruvate dehydrogenase E1 alpha subunit]-L-serine + ATP = [pyruvate dehydrogenase E1 alpha subunit]-O-phospho-L-serine + ADP + H(+)	GENERIC:13689	GENERIC:13690	[pyruvate dehydrogenase E1 alpha subunit]-L-serine	[pyruvate dehydrogenase E1 alpha subunit]-O-phospho-L-serine	L>R
RHEA:23060	a (2R,3S)-2-alkyl-3-hydroxyalkanoate + ATP = a cis-3-alkyl-4-alkyloxetan-2-one + AMP + diphosphate	CHEBI:138340	CHEBI:138483	a (2R,3S)-2-alkyl-3-hydroxyalkanoate	a cis-3-alkyl-4-alkyloxetan-2-one	L>R
RHEA:23088	ATP + O-alkylglycerone = 1-O-alkylglycerone 3-phosphate + ADP + H(+)	CHEBI:17567	CHEBI:73315	O-alkylglycerone	1-O-alkylglycerone 3-phosphate	L>R
RHEA:23096	4-amino-5-hydroxymethyl-2-methylpyrimidine + ATP = 4-amino-2-methyl-5-(phosphooxymethyl)pyrimidine + ADP + H(+)	CHEBI:16892	CHEBI:58354	4-amino-5-hydroxymethyl-2-methylpyrimidine	4-amino-2-methyl-5-(phosphooxymethyl)pyrimidine	L>R
RHEA:23100	ATP + dAMP = ADP + dADP	CHEBI:58245	CHEBI:57667	dAMP	dADP	L>R
RHEA:23112	6-methylsalicylate + H(+) = 3-methylphenol + CO2	CHEBI:36658	CHEBI:17231	6-methylsalicylate	3-methylphenol	L>R
RHEA:23120	a dipeptide(out) + ATP + H2O = a dipeptide(in) + ADP + H(+) + phosphate	CHEBI:90799	CHEBI:90799	a dipeptide	a dipeptide	L>R
RHEA:23128	4-hydroxybutanoate + ATP + CoA = 4-hydroxybutanoyl-CoA + AMP + diphosphate	CHEBI:16724	CHEBI:58574	4-hydroxybutanoate	4-hydroxybutanoyl-CoA	L>R
RHEA:23136	a primary amine + S-adenosyl-L-methionine = a methylated primary amine + H(+) + S-adenosyl-L-homocysteine	CHEBI:65296	CHEBI:131823	a primary amine	a methylated primary amine	L>R
RHEA:23172	[3-hydroxy-3-methylglutaryl-coenzyme A reductase]-L-serine + ATP = [3-hydroxy-3-methylglutaryl-coenzyme A reductase]-O-phospho-L-serine + ADP + H(+)	GENERIC:13692	GENERIC:13693	[3-hydroxy-3-methylglutaryl-coenzyme A reductase]-L-serine	[3-hydroxy-3-methylglutaryl-coenzyme A reductase]-O-phospho-L-serine	L>R
RHEA:23180	a secondary alcohol + O2 = a ketone + H2O2	CHEBI:35681	CHEBI:17087	a secondary alcohol	a ketone	L>R
RHEA:23196	3 ATP + H2O + L-2-aminoadipate + L-cysteine + L-valine = 3 AMP + 3 diphosphate + 3 H(+) + N-[(5S)-5-amino-5-carboxypentanoyl]-L-cysteinyl-D-valine	CHEBI:58672	CHEBI:58572	L-2-aminoadipate	N-[(5S)-5-amino-5-carboxypentanoyl]-L-cysteinyl-D-valine	L>R
RHEA:23220	4-chlorobenzoate + ATP + CoA = 4-chlorobenzoyl-CoA + AMP + diphosphate	CHEBI:17861	CHEBI:57354	4-chlorobenzoate	4-chlorobenzoyl-CoA	L>R
RHEA:23256	adenosylcob(III)yrinate a,c-diamide + 4 ATP + 4 H2O + 4 L-glutamine = adenosylcob(III)yrate + 4 ADP + 4 H(+) + 4 L-glutamate + 4 phosphate	CHEBI:58503	CHEBI:58504	adenosylcob(III)yrinate a,c-diamide	adenosylcob(III)yrate	L>R
RHEA:23292	ATP + L-lombricine = ADP + H(+) + N-phospho-L-lombricine	CHEBI:57825	CHEBI:58356	L-lombricine	N-phospho-L-lombricine	L>R
RHEA:23316	2'-deoxyuridine + 2-oxoglutarate + O2 = 2-deoxy-D-ribono-1,4-lactone + CO2 + succinate + uracil	CHEBI:16450	CHEBI:17281	2'-deoxyuridine	2-deoxy-D-ribono-1,4-lactone	L>R
RHEA:23328	a 9-cis-epoxycarotenoid + O2 = 2-cis,4-trans-xanthoxin + a 12'-apo-carotenal	CHEBI:51973	CHEBI:51972,CHEBI:32304	a 9-cis-epoxycarotenoid	a 12'-apo-carotenal,2-cis,4-trans-xanthoxin	L>R
RHEA:23348	(R)-2-(carboxymethyl)-5-oxo-2,5-dihydro-2-furoate + H(+) = (4,5-dihydro-5-oxofuran-2-yl)-acetate + CO2	CHEBI:58771	CHEBI:58425	(R)-2-(carboxymethyl)-5-oxo-2,5-dihydro-2-furoate	(4,5-dihydro-5-oxofuran-2-yl)-acetate	L>R
RHEA:23356	[rhodopsin]-L-serine + ATP = [rhodopsin]-O-phospho-L-serine + ADP + H(+)	GENERIC:14594	GENERIC:14595	[rhodopsin]-L-serine	[rhodopsin]-O-phospho-L-serine	L>R
RHEA:23368	H(+) + phenylglyoxylate = benzaldehyde + CO2	CHEBI:36656	CHEBI:17169	phenylglyoxylate	benzaldehyde	L>R
RHEA:23372	ATP + L-alanine + UDP-N-acetyl-alpha-D-muramate = ADP + H(+) + phosphate + UDP-N-acetyl-alpha-D-muramoyl-L-alanine	CHEBI:70757	CHEBI:83898	UDP-N-acetyl-alpha-D-muramate	UDP-N-acetyl-alpha-D-muramoyl-L-alanine	L>R
RHEA:23388	ATP + hygromycin B = 7''-O-phosphohygromycin B + ADP + H(+)	CHEBI:57971	CHEBI:57929	hygromycin B	7''-O-phosphohygromycin B	L>R
RHEA:23400	7,8-dihydroxykynurenate + O2 = 5-(3-carboxy-3-oxoprop-1-en-1-yl)-4,6-dihydroxypyridine-2-carboxylate + H(+)	CHEBI:58171	CHEBI:57859	7,8-dihydroxykynurenate	5-(3-carboxy-3-oxoprop-1-en-1-yl)-4,6-dihydroxypyridine-2-carboxylate	L>R
RHEA:23432	(4S)-limonene + O2 + reduced [NADPH--hemoprotein reductase] = (4S)-perillyl alcohol + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]	CHEBI:15383	CHEBI:10782	(4S)-limonene	(4S)-perillyl alcohol	L>R
RHEA:23452	2'-deoxyadenosine + ATP = ADP + dAMP + H(+)	CHEBI:17256	CHEBI:58245	2'-deoxyadenosine	dAMP	L>R
RHEA:23468	2-aminobenzenesulfonate + 2 H(+) + NADH + O2 = 2,3-dihydroxybenzenesulfonate + NAD(+) + NH4(+)	CHEBI:15942	CHEBI:33565	2-aminobenzenesulfonate	2,3-dihydroxybenzenesulfonate	L>R
RHEA:23476	1-(2-carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate + H(+) = (1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate + CO2 + H2O	CHEBI:58613	CHEBI:58866	1-(2-carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate	(1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate	L>R
RHEA:23540	ATP + L-glutamate + tRNA(Glu) = AMP + diphosphate + L-glutamyl-tRNA(Glu)	GENERIC:9663	GENERIC:9680	tRNA(Glu)	L-glutamyl-tRNA(Glu)	L>R
RHEA:23548	guanosine(966) in 16S rRNA + S-adenosyl-L-methionine = H(+) + N(2)-methylguanosine(966) in 16S rRNA + S-adenosyl-L-homocysteine	GENERIC:10211	GENERIC:10212	guanosine(966) in 16S rRNA	N(2)-methylguanosine(966) in 16S rRNA	L>R
RHEA:23564	2 columbamine + O2 = 2 berberine + 2 H2O	CHEBI:15920	CHEBI:16118	columbamine	berberine	L>R
RHEA:23572	3-methylbutanoyl-CoA + 3 H(+) + 3 malonyl-CoA = 3 CO2 + 4 CoA + phlorisovalerophenone	CHEBI:57345	CHEBI:15951	3-methylbutanoyl-CoA	phlorisovalerophenone	L>R
RHEA:23576	(R)-N-methylcoclaurine + (S)-N-methylcoclaurine + O2 + reduced [NADPH--hemoprotein reductase] = berbamunine + H(+) + 2 H2O + oxidized [NADPH--hemoprotein reductase]	CHEBI:57755,CHEBI:57993	CHEBI:57894	(R)-N-methylcoclaurine,(S)-N-methylcoclaurine	berbamunine	L>R
RHEA:23584	7,8-dihydropteroate + ATP + L-glutamate = 7,8-dihydrofolate + ADP + H(+) + phosphate	CHEBI:17839	CHEBI:57451	7,8-dihydropteroate	7,8-dihydrofolate	L>R
RHEA:23620	ATP + N(2)-(2-carboxyethyl)-L-arginine = AMP + deoxyamidinoproclavaminate + diphosphate + H(+)	CHEBI:57304	CHEBI:57303	N(2)-(2-carboxyethyl)-L-arginine	deoxyamidinoproclavaminate	L>R
RHEA:23640	1-aminocyclopropane-1-carboxylate + L-ascorbate + O2 = CO2 + ethene + 2 H2O + hydrogen cyanide + L-dehydroascorbate	CHEBI:58360	CHEBI:18153	1-aminocyclopropane-1-carboxylate	ethene	L>R
RHEA:23668	apo-[methylmalonyl-CoA:pyruvate carboxytransferase] + ATP + biotin = AMP + diphosphate + H(+) + holo-[methylmalonyl-CoA:pyruvate carboxytransferase]	GENERIC:10508	GENERIC:10509	apo-[methylmalonyl-CoA:pyruvate carboxytransferase]	holo-[methylmalonyl-CoA:pyruvate carboxytransferase]	L>R
RHEA:23676	ATP + meso-2,6-diaminopimelate + UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-D-glutamate = ADP + H(+) + phosphate + UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-gamma-D-glutamyl-meso-diaminopimelate	CHEBI:57791,CHEBI:83900	CHEBI:83905	meso-2,6-diaminopimelate,UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-D-glutamate	UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-gamma-D-glutamyl-meso-diaminopimelate	L>R
RHEA:23684	(S)-N-methylcanadine + O2 + reduced [NADPH--hemoprotein reductase] = allocryptopine + 2 H(+) + H2O + oxidized [NADPH--hemoprotein reductase]	CHEBI:16512	CHEBI:17390	(S)-N-methylcanadine	allocryptopine	L>R
RHEA:23740	4-hydroxyphenylacetonitrile + H(+) + NADPH + O2 = 4-hydroxymandelonitrile + H2O + NADP(+)	CHEBI:16667	CHEBI:18115	4-hydroxyphenylacetonitrile	4-hydroxymandelonitrile	L>R
RHEA:23752	all-trans-undecaprenol + ATP = ADP + all-trans-undecaprenyl phosphate + H(+)	CHEBI:16591	CHEBI:57654	all-trans-undecaprenol	all-trans-undecaprenyl phosphate	L>R
RHEA:23756	D-arabinono-1,4-lactone + O2 = dehydro-D-arabinono-1,4-lactone + H(+) + H2O2	CHEBI:16292	CHEBI:58277	D-arabinono-1,4-lactone	dehydro-D-arabinono-1,4-lactone	L>R
RHEA:23788	acetate + ATP + holo-[citrate lyase ACP] = acetyl-[citrate lyase ACP] + AMP + diphosphate	GENERIC:10158	GENERIC:13710	holo-[citrate lyase ACP]	acetyl-[citrate lyase ACP]	L>R
RHEA:23808	(S)-scoulerine + S-adenosyl-L-methionine = (S)-tetrahydrocolumbamine + H(+) + S-adenosyl-L-homocysteine	CHEBI:17129	CHEBI:17772	(S)-scoulerine	(S)-tetrahydrocolumbamine	L>R
RHEA:23832	an N-acyl-D-mannosamine + ATP = ADP + an N-acyl-D-mannosamine 6-phosphate + H(+)	CHEBI:16062	CHEBI:57666	an N-acyl-D-mannosamine	an N-acyl-D-mannosamine 6-phosphate	L>R
RHEA:23840	3-(2,3-dihydroxyphenyl)propanoate + O2 = (2Z,4E)-2-hydroxy-6-oxonona-2,4-dienedioate + H(+)	CHEBI:46951	CHEBI:66887	3-(2,3-dihydroxyphenyl)propanoate	(2Z,4E)-2-hydroxy-6-oxonona-2,4-dienedioate	L>R
RHEA:23844	ATP + sedoheptulose = ADP + D-sedoheptulose 7-phosphate + H(+)	CHEBI:16802	CHEBI:57483	sedoheptulose	D-sedoheptulose 7-phosphate	L>R
RHEA:23888	[L-4-(L-arginin-2-N-yl)aspartate](n)-L-aspartate + ATP + L-arginine = [L-4-(L-arginin-2-N-yl)aspartate](n+1) + ADP + H(+) + phosphate	POLYMER:13733	POLYMER:13732	[L-4-(L-arginin-2-N-yl)aspartate](n)-L-aspartate	[L-4-(L-arginin-2-N-yl)aspartate](n+1)	L>R
RHEA:23908	2 [methionine synthase]-methylcob(III)alamin + H(+) + NADP(+) + 2 S-adenosyl-L-homocysteine = 2 [methionine synthase]-cob(II)alamin + NADPH + 2 S-adenosyl-L-methionine	GENERIC:14714	GENERIC:14715	[methionine synthase]-methylcob(III)alamin	[methionine synthase]-cob(II)alamin	L>R
RHEA:23976	(RNA)-3'-(3'-phospho-ribonucleoside) + ATP = (RNA)-3'-(2',3'-cyclophospho)-ribonucleoside + AMP + diphosphate	GENERIC:10463	GENERIC:10464	(RNA)-3'-(3'-phospho-ribonucleoside)	(RNA)-3'-(2',3'-cyclophospho)-ribonucleoside	L>R
RHEA:24008	ATP + hypotaurocyamine = ADP + H(+) + N(omega)-phosphohypotaurocyamine	CHEBI:57679	CHEBI:58652	hypotaurocyamine	N(omega)-phosphohypotaurocyamine	L>R
RHEA:24012	gamma-tocopherol + S-adenosyl-L-methionine = (+)-alpha-tocopherol + H(+) + S-adenosyl-L-homocysteine	CHEBI:18185	CHEBI:18145	gamma-tocopherol	(+)-alpha-tocopherol	L>R
RHEA:24028	2-oxoglutarate + 4-(trimethylamino)butanoate + O2 = carnitine + CO2 + succinate	CHEBI:16244	CHEBI:17126	4-(trimethylamino)butanoate	carnitine	L>R
RHEA:24060	N-hydroxy-L-tyrosine + O2 + reduced [NADPH--hemoprotein reductase] = H(+) + H2O + N,N-dihydroxy-L-tyrosine + oxidized [NADPH--hemoprotein reductase]	CHEBI:58547	CHEBI:57270	N-hydroxy-L-tyrosine	N,N-dihydroxy-L-tyrosine	L>R
RHEA:24068	cyclohexanone + H(+) + NADPH + O2 = H2O + hexano-6-lactone + NADP(+)	CHEBI:17854	CHEBI:17915	cyclohexanone	hexano-6-lactone	L>R
RHEA:24080	ATP + L-tryptophan + tRNA(Trp) = AMP + diphosphate + H(+) + L-tryptophanyl-tRNA(Trp)	GENERIC:9671	GENERIC:9705	tRNA(Trp)	L-tryptophanyl-tRNA(Trp)	L>R
RHEA:24092	2 H(+) + O2 + 2 sulochrin = 2 (2S)-bisdechlorogeodin + 2 H2O	CHEBI:77639	CHEBI:15390	sulochrin	(2S)-bisdechlorogeodin	L>R
RHEA:24096	isoorientin + S-adenosyl-L-methionine = H(+) + isoscoparin + S-adenosyl-L-homocysteine	CHEBI:58333	CHEBI:58407	isoorientin	isoscoparin	L>R
RHEA:24120	H(+) + leukotriene E4 + NADPH + O2 = 20-hydroxy-leukotriene E4 + H2O + NADP(+)	CHEBI:57462	CHEBI:58584	leukotriene E4	20-hydroxy-leukotriene E4	L>R
RHEA:24140	guanosine(2251) in 23S rRNA + S-adenosyl-L-methionine = 2'-O-methylguanosine(2251) in 23S rRNA + H(+) + S-adenosyl-L-homocysteine	GENERIC:10239	GENERIC:10241	guanosine(2251) in 23S rRNA	2'-O-methylguanosine(2251) in 23S rRNA	L>R
RHEA:24156	2-methylpropanoate + ATP = 2-methylpropanoyl phosphate + ADP	CHEBI:48944	CHEBI:58131	2-methylpropanoate	2-methylpropanoyl phosphate	L>R
RHEA:24200	4-aminobenzoate + H(+) = aniline + CO2	CHEBI:17836	CHEBI:17296	4-aminobenzoate	aniline	L>R
RHEA:24212	5-(2-hydroxyethyl)-4-methylthiazole + ATP = 4-methyl-5-(2-phosphooxyethyl)-thiazole + ADP + H(+)	CHEBI:17957	CHEBI:58296	5-(2-hydroxyethyl)-4-methylthiazole	4-methyl-5-(2-phosphooxyethyl)-thiazole	L>R
RHEA:24220	beta-myrcene + O2 + reduced [NADPH--hemoprotein reductase] = (4R)-ipsdienol + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]	CHEBI:17221	CHEBI:84970	beta-myrcene	(4R)-ipsdienol	L>R
RHEA:24224	(1R,6S)-1,6-dihydroxy-4-methylcyclohexa-2,4-diene-1-carboxylate + NADP(+) = 4-methylcatechol + CO2 + NADPH	CHEBI:58768	CHEBI:17254	(1R,6S)-1,6-dihydroxy-4-methylcyclohexa-2,4-diene-1-carboxylate	4-methylcatechol	L>R
RHEA:24228	(1R,6S)-1,6-dihydroxy-4-methylcyclohexa-2,4-diene-1-carboxylate + NAD(+) = 4-methylcatechol + CO2 + NADH	CHEBI:58768	CHEBI:17254	(1R,6S)-1,6-dihydroxy-4-methylcyclohexa-2,4-diene-1-carboxylate	4-methylcatechol	L>R
RHEA:24256	ATP + kanamycin A = ADP + H(+) + kanamycin 3'-phosphate	CHEBI:58214	CHEBI:57909	kanamycin A	kanamycin 3'-phosphate	L>R
RHEA:24260	(3E)-2-oxohex-3-enedioate + H(+) = 2-oxopent-4-enoate + CO2	CHEBI:64908	CHEBI:11641	(3E)-2-oxohex-3-enedioate	2-oxopent-4-enoate	L>R
RHEA:24272	H(+) + Mg-protoporphyrin IX 13-monomethyl ester + NADPH + O2 = H2O + Mg-13(1)-hydroxyprotoporphyrin 13-monomethyl ester + NADP(+)	CHEBI:60491	CHEBI:60489	Mg-protoporphyrin IX 13-monomethyl ester	Mg-13(1)-hydroxyprotoporphyrin 13-monomethyl ester	L>R
RHEA:24280	myricetin + 2 S-adenosyl-L-methionine = 2 H(+) + 2 S-adenosyl-L-homocysteine + syringetin	CHEBI:58395	CHEBI:58412	myricetin	syringetin	L>R
RHEA:24304	glycine + H(+) + N(6)-lipoyl-L-lysyl-[glycine-cleavage complex H protein] = (R)-N(6)-(S(8)-aminomethyldihydrolipoyl)-L-lysyl-[glycine-cleavage complex H protein] + CO2	GENERIC:10494	GENERIC:10495	N(6)-lipoyl-L-lysyl-[glycine-cleavage complex H protein]	(R)-N(6)-(S(8)-aminomethyldihydrolipoyl)-L-lysyl-[glycine-cleavage complex H protein]	L>R
RHEA:24308	25-hydroxycholesterol + O2 + reduced [NADPH--hemoprotein reductase] = 7alpha,25-dihydroxycholesterol + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]	CHEBI:42977	CHEBI:37623	25-hydroxycholesterol	7alpha,25-dihydroxycholesterol	L>R
RHEA:24312	L-lysyl-[cytochrome c] + S-adenosyl-L-methionine = H(+) + N(6)-methyl-L-lysyl-[cytochrome c] + S-adenosyl-L-homocysteine	GENERIC:9754	GENERIC:9755	L-lysyl-[cytochrome c]	N(6)-methyl-L-lysyl-[cytochrome c]	L>R
RHEA:24320	an L-polyhomomethionine + O2 + reduced [NADPH--hemoprotein reductase] = an L-N-hydroxypolyhomomethionine + 2 H(+) + H2O + oxidized [NADPH--hemoprotein reductase]	POLYMER:13111	POLYMER:13112	an L-polyhomomethionine	an L-N-hydroxypolyhomomethionine	L>R
RHEA:24324	6-oxocineole + H(+) + NADPH + O2 = 1,6,6-trimethyl-2,7-dioxabicyclo[3.2.2]nonan-3-one + H2O + NADP(+)	CHEBI:16123	CHEBI:29064	6-oxocineole	1,6,6-trimethyl-2,7-dioxabicyclo[3.2.2]nonan-3-one	L>R
RHEA:24328	7,8-dihydrofolate + ATP + formate = 10-formyldihydrofolate + ADP + phosphate	CHEBI:57451	CHEBI:57452	7,8-dihydrofolate	10-formyldihydrofolate	L>R
RHEA:24376	apo-[3-methylcrotonoyl-CoA:carbon-dioxide ligase (ADP-forming)] + ATP + biotin = AMP + diphosphate + H(+) + holo-[3-methylcrotonoyl-CoA:carbon-dioxide ligase (ADP-forming)]	GENERIC:10514	GENERIC:10515	apo-[3-methylcrotonoyl-CoA:carbon-dioxide ligase (ADP-forming)]	holo-[3-methylcrotonoyl-CoA:carbon-dioxide ligase (ADP-forming)]	L>R
RHEA:24452	L-glutamyl-[protein] + S-adenosyl-L-methionine = [protein]-L-glutamate 5-O-methyl ester + S-adenosyl-L-homocysteine	GENERIC:10208	GENERIC:10311	L-glutamyl-[protein]	[protein]-L-glutamate 5-O-methyl ester	L>R
RHEA:24468	H(+) + N,N-dimethylaniline + NADPH + O2 = H2O + N,N-dimethylaniline N-oxide + NADP(+)	CHEBI:16269	CHEBI:17735	N,N-dimethylaniline	N,N-dimethylaniline N-oxide	L>R
RHEA:24524	20-oxo-5-O-beta-D-mycaminosyltylonolide + 2 H(+) + O2 + 2 reduced [2Fe-2S]-[ferredoxin] = 5-O-beta-D-mycaminosyltylonolide + H2O + 2 oxidized [2Fe-2S]-[ferredoxin]	CHEBI:76803	CHEBI:76804	20-oxo-5-O-beta-D-mycaminosyltylonolide	5-O-beta-D-mycaminosyltylonolide	L>R
RHEA:24588	ATP + D-arabinose = ADP + D-arabinose 5-phosphate + H(+)	CHEBI:46994	CHEBI:57693	D-arabinose	D-arabinose 5-phosphate	L>R
RHEA:24604	7-methylxanthine + S-adenosyl-L-methionine = H(+) + S-adenosyl-L-homocysteine + theobromine	CHEBI:48991	CHEBI:28946	7-methylxanthine	theobromine	L>R
