rheaid	reactionEquation	compoundID_L	compoundID_R	compoundName_L	compoundName_R	direction
RHEA:29527	alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + dolichyl beta-D-mannosyl phosphate = alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->3)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + dolichyl phosphate + H(+)	POLYMER:12627,POLYMER:9527	POLYMER:12628	alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol,dolichyl beta-D-mannosyl phosphate	alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->3)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol	L<>R
RHEA:29531	alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->3)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + dolichyl beta-D-mannosyl phosphate = alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + dolichyl phosphate + H(+)	POLYMER:12628,POLYMER:9527	POLYMER:12629	alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->3)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol,dolichyl beta-D-mannosyl phosphate	alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol	L<>R
RHEA:29535	alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + dolichyl beta-D-mannosyl phosphate = alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + dolichyl phosphate + H(+)	POLYMER:12629,POLYMER:9527	POLYMER:12630	alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol,dolichyl beta-D-mannosyl phosphate	alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol	L<>R
RHEA:29539	alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + dolichyl beta-D-mannosyl phosphate = alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + dolichyl phosphate + H(+)	POLYMER:12630,POLYMER:9527	POLYMER:12631	alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol,dolichyl beta-D-mannosyl phosphate	alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol	L<>R
RHEA:29543	alpha-D-Glc-(1->3)-alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + dolichyl beta-D-glucosyl phosphate = alpha-D-Glc-(1->2)-alpha-D-Glc-(1->3)-alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + dolichyl phosphate + H(+)	POLYMER:12633,POLYMER:9528	POLYMER:12634	alpha-D-Glc-(1->3)-alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol,dolichyl beta-D-glucosyl phosphate	alpha-D-Glc-(1->2)-alpha-D-Glc-(1->3)-alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol	L<>R
RHEA:29587	4-carboxy-2-hydroxymuconate semialdehyde hemiacetal + NADP(+) = 2-oxo-2H-pyran-4,6-dicarboxylate + H(+) + NADPH	CHEBI:61985	CHEBI:58304	4-carboxy-2-hydroxymuconate semialdehyde hemiacetal	2-oxo-2H-pyran-4,6-dicarboxylate	L<>R
RHEA:29591	2-hydroxyethane-1-sulfonate + NADP(+) = H(+) + NADPH + sulfoacetaldehyde	CHEBI:61904	CHEBI:58246	2-hydroxyethane-1-sulfonate	sulfoacetaldehyde	L<>R
RHEA:29595	CoA + NADP(+) + sulfoacetaldehyde = H(+) + NADPH + sulfoacetyl-CoA	CHEBI:58246	CHEBI:61994	sulfoacetaldehyde	sulfoacetyl-CoA	L<>R
RHEA:29603	benzoyl-CoA + H2O + oxidized 2[4Fe-4S]-[ferredoxin] = 4-hydroxybenzoyl-CoA + 2 H(+) + reduced 2[4Fe-4S]-[ferredoxin]	GENERIC:10004	GENERIC:10002,CHEBI:57356	oxidized 2[4Fe-4S]-[ferredoxin]	reduced 2[4Fe-4S]-[ferredoxin],4-hydroxybenzoyl-CoA	L<>R
RHEA:29615	alpha-maltotriose + beta-maltose = alpha-maltotetraose + beta-D-glucose	CHEBI:18147,CHEBI:27931	CHEBI:61988	beta-maltose,alpha-maltotriose	alpha-maltotetraose	L<>R
RHEA:29619	alpha-maltotetraose + beta-maltose = alpha-maltopentaose + beta-D-glucose	CHEBI:18147,CHEBI:61988	CHEBI:61952	beta-maltose,alpha-maltotetraose	alpha-maltopentaose	L<>R
RHEA:29623	alpha-maltopentaose + beta-maltose = alpha-maltohexaose + beta-D-glucose	CHEBI:18147,CHEBI:61952	CHEBI:61953	beta-maltose,alpha-maltopentaose	alpha-maltohexaose	L<>R
RHEA:29627	alpha-maltohexaose + beta-maltose = alpha-maltoheptaose + beta-D-glucose	CHEBI:18147,CHEBI:61953	CHEBI:61954	beta-maltose,alpha-maltohexaose	alpha-maltoheptaose	L<>R
RHEA:29631	alpha-maltotetraose + H2O = alpha-D-glucose + alpha-maltotriose	CHEBI:61988	CHEBI:27931	alpha-maltotetraose	alpha-maltotriose	L<>R
RHEA:29635	alpha-maltopentaose + H2O = alpha-D-glucose + alpha-maltotetraose	CHEBI:61952	CHEBI:61988	alpha-maltopentaose	alpha-maltotetraose	L<>R
RHEA:29639	alpha-maltohexaose + H2O = alpha-D-glucose + alpha-maltopentaose	CHEBI:61953	CHEBI:61952	alpha-maltohexaose	alpha-maltopentaose	L<>R
RHEA:29643	alpha-maltoheptaose + H2O = alpha-D-glucose + alpha-maltohexaose	CHEBI:61954	CHEBI:61953	alpha-maltoheptaose	alpha-maltohexaose	L<>R
RHEA:29647	alpha-maltopentaose + phosphate = alpha-D-glucose 1-phosphate + alpha-maltotetraose	CHEBI:61952	CHEBI:61988	alpha-maltopentaose	alpha-maltotetraose	L<>R
RHEA:29683	alpha-maltohexaose + phosphate = alpha-D-glucose 1-phosphate + alpha-maltopentaose	CHEBI:61953	CHEBI:61952	alpha-maltohexaose	alpha-maltopentaose	L<>R
RHEA:29687	alpha-maltoheptaose + phosphate = alpha-D-glucose 1-phosphate + alpha-maltohexaose	CHEBI:61954	CHEBI:61953	alpha-maltoheptaose	alpha-maltohexaose	L<>R
RHEA:29691	alpha-maltotetraose + phosphate = alpha-D-glucose 1-phosphate + alpha-maltotriose	CHEBI:61988	CHEBI:27931	alpha-maltotetraose	alpha-maltotriose	L<>R
RHEA:29839	2-dehydro-L-idonate + H(+) + NADPH = L-idonate + NADP(+)	CHEBI:36602	CHEBI:17796	2-dehydro-L-idonate	L-idonate	L<>R
RHEA:29847	(2E)-tetradecenoyl-CoA = (3Z)-tetradecenoyl-CoA	CHEBI:61405	CHEBI:61968	(2E)-tetradecenoyl-CoA	(3Z)-tetradecenoyl-CoA	L<>R
RHEA:29855	H2O + L-alanyl-gamma-D-glutamyl-meso-diaminopimelate-D-alanine = D-alanine + L-alanyl-gamma-D-glutamyl-meso-diaminopimelate	CHEBI:61983	CHEBI:61401	L-alanyl-gamma-D-glutamyl-meso-diaminopimelate-D-alanine	L-alanyl-gamma-D-glutamyl-meso-diaminopimelate	L<>R
RHEA:29915	L-alpha-D-Hep-(1->3)-L-alpha-D-Hep-(1->5)-[alpha-Kdo-(2->4)]-alpha-Kdo-(2->6)-lipid A + UDP-alpha-D-glucose = alpha-D-Glc-(1->3)-L-alpha-D-Hep-(1->3)-L-alpha-D-Hep-(1->5)-[alpha-Kdo-(2->4)]-alpha-Kdo-(2->6)-lipid A + H(+) + UDP	CHEBI:61507	CHEBI:61997	L-alpha-D-Hep-(1->3)-L-alpha-D-Hep-(1->5)-[alpha-Kdo-(2->4)]-alpha-Kdo-(2->6)-lipid A	alpha-D-Glc-(1->3)-L-alpha-D-Hep-(1->3)-L-alpha-D-Hep-(1->5)-[alpha-Kdo-(2->4)]-alpha-Kdo-(2->6)-lipid A	L<>R
RHEA:29959	alpha-D-Glc-(1->3)-[L-alpha-D-Hep-(1->7)]-4-O-PO3(2-)-L-alpha-D-Hep-(1->3)-4-O-PO3(2-)-L-alpha-D-Hep-(1->5)-[alpha-Kdo-(2->4)]-alpha-Kdo-(2->6)-lipid A + UDP-alpha-D-galactose = alpha-D-Gal-(1->6)-alpha-D-Glc-(1->3)-[L-alpha-D-Hep-(1->7)]-4-O-PO3(2-)-L-alpha-D-Hep-(1->3)-4-O-PO3(2-)-L-alpha-D-Hep-(1->5)-[alpha-Kdo-(2->4)]-alpha-Kdo-(2->6)-lipid A + H(+) + UDP	CHEBI:62000	CHEBI:62001	alpha-D-Glc-(1->3)-[L-alpha-D-Hep-(1->7)]-4-O-PO3(2-)-L-alpha-D-Hep-(1->3)-4-O-PO3(2-)-L-alpha-D-Hep-(1->5)-[alpha-Kdo-(2->4)]-alpha-Kdo-(2->6)-lipid A	alpha-D-Gal-(1->6)-alpha-D-Glc-(1->3)-[L-alpha-D-Hep-(1->7)]-4-O-PO3(2-)-L-alpha-D-Hep-(1->3)-4-O-PO3(2-)-L-alpha-D-Hep-(1->5)-[alpha-Kdo-(2->4)]-alpha-Kdo-(2->6)-lipid A	L<>R
RHEA:30003	alpha-D-Gal-(1->6)-alpha-D-Glc-(1->3)-[L-alpha-D-Hep-(1->7)]-4-O-PO3(2-)-L-alpha-D-Hep-(1->3)-4-O-PO3(2-)-L-alpha-D-Hep-(1->5)-[alpha-Kdo-(2->4)]-alpha-Kdo-(2->6)-lipid A + UDP-alpha-D-glucose = alpha-D-Glc-(1->3)-[alpha-D-Gal-(1->6)]-alpha-D-Glc-(1->3)-[L-alpha-D-Hep-(1->7)]-4-O-PO3(2-)-L-alpha-D-Hep-(1->3)-4-O-PO3(2-)-L-alpha-D-Hep-(1->5)-[alpha-Kdo-(2->4)]-alpha-Kdo-(2->6)-lipid A + H(+) + UDP	CHEBI:62001	CHEBI:62002	alpha-D-Gal-(1->6)-alpha-D-Glc-(1->3)-[L-alpha-D-Hep-(1->7)]-4-O-PO3(2-)-L-alpha-D-Hep-(1->3)-4-O-PO3(2-)-L-alpha-D-Hep-(1->5)-[alpha-Kdo-(2->4)]-alpha-Kdo-(2->6)-lipid A	alpha-D-Glc-(1->3)-[alpha-D-Gal-(1->6)]-alpha-D-Glc-(1->3)-[L-alpha-D-Hep-(1->7)]-4-O-PO3(2-)-L-alpha-D-Hep-(1->3)-4-O-PO3(2-)-L-alpha-D-Hep-(1->5)-[alpha-Kdo-(2->4)]-alpha-Kdo-(2->6)-lipid A	L<>R
RHEA:30015	alpha-D-Glc-(1->3)-[alpha-D-Gal-(1->6)]-alpha-D-Glc-(1->3)-[L-alpha-D-Hep-(1->7)]-4-O-PO3(2-)-L-alpha-D-Hep-(1->3)-4-O-PO3(2-)-L-alpha-D-Hep-(1->5)-[alpha-Kdo-(2->4)]-alpha-Kdo-(2->6)-lipid A + UDP-alpha-D-glucose = alpha-D-Glc-(1->2)-alpha-D-Glc-(1->3)-[alpha-D-Gal-(1->6)]-alpha-D-Glc-(1->3)-[L-alpha-D-Hep-(1->7)]-4-O-PO3(2-)-L-alpha-D-Hep-(1->3)-4-O-PO3(2-)-L-alpha-D-Hep-(1->5)-[alpha-Kdo-(2->4)]-alpha-Kdo-(2->6)-lipid A + H(+) + UDP	CHEBI:62002	CHEBI:62003	alpha-D-Glc-(1->3)-[alpha-D-Gal-(1->6)]-alpha-D-Glc-(1->3)-[L-alpha-D-Hep-(1->7)]-4-O-PO3(2-)-L-alpha-D-Hep-(1->3)-4-O-PO3(2-)-L-alpha-D-Hep-(1->5)-[alpha-Kdo-(2->4)]-alpha-Kdo-(2->6)-lipid A	alpha-D-Glc-(1->2)-alpha-D-Glc-(1->3)-[alpha-D-Gal-(1->6)]-alpha-D-Glc-(1->3)-[L-alpha-D-Hep-(1->7)]-4-O-PO3(2-)-L-alpha-D-Hep-(1->3)-4-O-PO3(2-)-L-alpha-D-Hep-(1->5)-[alpha-Kdo-(2->4)]-alpha-Kdo-(2->6)-lipid A	L<>R
RHEA:30023	L-alanine + pyridoxal 5'-phosphate = pyridoxamine 5'-phosphate + pyruvate	CHEBI:597326	CHEBI:58451	pyridoxal 5'-phosphate	pyridoxamine 5'-phosphate	L<>R
RHEA:30031	(S)-muconolactone = cis,cis-muconate + H(+)	CHEBI:58736	CHEBI:32379	(S)-muconolactone	cis,cis-muconate	L<>R
RHEA:30047	chloroacetaldehyde + H2O + NAD(+) = chloroacetate + 2 H(+) + NADH	CHEBI:27871	CHEBI:23123	chloroacetaldehyde	chloroacetate	L<>R
RHEA:30051	fluoroacetate + H2O = fluoride + glycolate + H(+)	CHEBI:18172	CHEBI:17051	fluoroacetate	fluoride	L<>R
RHEA:30055	L-allo-threonine + NADP(+) = (2S)-2-amino-3-oxobutanoate + H(+) + NADPH	CHEBI:58585	CHEBI:78948	L-allo-threonine	(2S)-2-amino-3-oxobutanoate	L<>R
RHEA:30103	2,5-didehydro-D-gluconate + H(+) + NADH = 5-dehydro-D-gluconate + NAD(+)	CHEBI:11449	CHEBI:58143	2,5-didehydro-D-gluconate	5-dehydro-D-gluconate	L<>R
RHEA:30107	D-serine + NADP(+) = 2-aminomalonate semialdehyde + H(+) + NADPH	CHEBI:35247	CHEBI:77662	D-serine	2-aminomalonate semialdehyde	L<>R
RHEA:30111	Fe(III)-enterobactin + H(+) + 3 H2O = Fe(III)-[N-(2,3-dihydroxybenzoyl)-L-serine] + 2 N-(2,3-dihydroxybenzoyl)-L-serine	CHEBI:28199	CHEBI:58154,CHEBI:143010	Fe(III)-enterobactin	N-(2,3-dihydroxybenzoyl)-L-serine,Fe(III)-[N-(2,3-dihydroxybenzoyl)-L-serine]	L<>R
RHEA:30115	decanoyl-[ACP] + H2O = decanoate + H(+) + holo-[ACP]	GENERIC:9640	CHEBI:27689	decanoyl-[ACP]	decanoate	L<>R
RHEA:30127	H2O + palmitoyl-[acyl-carrier protein] (OLD) = H(+) + hexadecanoate + holo-[acyl-carrier protein] (OLD)	CHEBI:5697	CHEBI:18359	palmitoyl-[acyl-carrier protein] (OLD)	holo-[acyl-carrier protein] (OLD)	L<>R
RHEA:30159	germacra-1(10),4,11(13)-trien-12-ol + NADP(+) = germacra-1(10),4,11(13)-trien-12-al + H(+) + NADPH	CHEBI:62090	CHEBI:62091	germacra-1(10),4,11(13)-trien-12-ol	germacra-1(10),4,11(13)-trien-12-al	L<>R
RHEA:30163	germacra-1(10),4,11(13)-trien-12-al + H2O + NADP(+) = germacra-1(10),4,11(13)-trien-12-oate + 2 H(+) + NADPH	CHEBI:62091	CHEBI:61301	germacra-1(10),4,11(13)-trien-12-al	germacra-1(10),4,11(13)-trien-12-oate	L<>R
RHEA:30167	D-erythrose 4-phosphate + dihydroxyacetone phosphate = sedoheptulose 1,7-bisphosphate	CHEBI:16897	CHEBI:58335	D-erythrose 4-phosphate	sedoheptulose 1,7-bisphosphate	L<>R
RHEA:30175	15-cis-phytoene + 2 plastoquinone-9 = 9,9',15-tri-cis-zeta-carotene + 2 plastoquinol-9	CHEBI:28377	CHEBI:28026,CHEBI:48717	plastoquinone-9	plastoquinol-9,9,9',15-tri-cis-zeta-carotene	L<>R
RHEA:30183	L-galactonate + NAD(+) = H(+) + keto-D-tagaturonate + NADH	CHEBI:53071	CHEBI:17886	L-galactonate	keto-D-tagaturonate	L<>R
RHEA:30191	15-cis-phytoene + plastoquinone-9 = 15,9'-di-cis-phytofluene + plastoquinol-9	CHEBI:28377	CHEBI:28026,CHEBI:61990	plastoquinone-9	plastoquinol-9,15,9'-di-cis-phytofluene	L<>R
RHEA:30207	H2O + methylamine + 2 oxidized [amicyanin] = formaldehyde + 2 H(+) + NH4(+) + 2 reduced [amicyanin]	GENERIC:11100	GENERIC:11101	oxidized [amicyanin]	reduced [amicyanin]	L<>R
RHEA:30219	dimethyl sulfoxide + H2O + NAD(+) = dimethyl sulfone + H(+) + NADH	CHEBI:28262	CHEBI:9349	dimethyl sulfoxide	dimethyl sulfone	L<>R
RHEA:30227	2 [Fe(III)-cytochrome c2] + dimethyl sulfide + H2O = 2 [Fe(II)-cytochrome c2] + dimethyl sulfoxide + 2 H(+)	GENERIC:10429	CHEBI:28262,GENERIC:10430	[Fe(III)-cytochrome c2]	dimethyl sulfoxide,[Fe(II)-cytochrome c2]	L<>R
RHEA:30271	2 (3,4-dimethoxyphenyl)methanol + H2O2 = 2 (3,4-dimethoxyphenyl)methanol radical + 2 H2O	CHEBI:62150	CHEBI:88143	(3,4-dimethoxyphenyl)methanol	(3,4-dimethoxyphenyl)methanol radical	L<>R
RHEA:30283	(-)-trans-permethrin + H2O = (1S,3R)-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylate + (3-phenoxyphenyl)methanol + H(+)	CHEBI:62523	CHEBI:62527,CHEBI:62531	(-)-trans-permethrin	(3-phenoxyphenyl)methanol,(1S,3R)-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylate	L<>R
RHEA:30287	15-cis-phytoene + 2 a plastoquinone = 9,9',15-tri-cis-zeta-carotene + 2 a plastoquinol	POLYMER:9562	POLYMER:9561,CHEBI:48717	a plastoquinone	a plastoquinol,9,9',15-tri-cis-zeta-carotene	L<>R
RHEA:30363	fumonisin B1 + 2 H2O = (2S,3S,5R,10R,12S,14S,15R,16R)-2-amino-12,16-dimethylicosane-3,5,10,14,15-pentol + 2 H(+) + 2 tricarballylate	CHEBI:62554	CHEBI:62526,CHEBI:62517	fumonisin B1	(2S,3S,5R,10R,12S,14S,15R,16R)-2-amino-12,16-dimethylicosane-3,5,10,14,15-pentol,tricarballylate	L<>R
RHEA:30367	adenosylcob(III)alamin 5'-phosphate + H2O = adenosylcob(III)alamin + phosphate	CHEBI:60493	CHEBI:18408	adenosylcob(III)alamin 5'-phosphate	adenosylcob(III)alamin	L<>R
RHEA:30371	(1E,4S,5E,7R)-germacra-1(10),5-dien-11-ol + H2O = (-)-geosmin + acetone	CHEBI:46734	CHEBI:46702	(1E,4S,5E,7R)-germacra-1(10),5-dien-11-ol	(-)-geosmin	L<>R
RHEA:30407	hnu + oxidized [2Fe-2S]-[ferredoxin] + reduced [plastocyanin] = oxidized [plastocyanin] + reduced [2Fe-2S]-[ferredoxin]	GENERIC:10039	GENERIC:10040	reduced [plastocyanin]	oxidized [plastocyanin]	L<>R
RHEA:30411	benzoyl-CoA + benzyl alcohol = benzyl benzoate + CoA	CHEBI:17987	CHEBI:41237	benzyl alcohol	benzyl benzoate	L<>R
RHEA:30419	(1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate = glyceraldehyde 3-phosphate + indole	CHEBI:58866	CHEBI:58027	(1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate	glyceraldehyde 3-phosphate	L<>R
RHEA:30455	(1S,4aS)-1,4a-dimethyl-1,2,3,4,4a,5,6,8a-octahydronaphthalene + H2O = (-)-geosmin	CHEBI:61680	CHEBI:46702	(1S,4aS)-1,4a-dimethyl-1,2,3,4,4a,5,6,8a-octahydronaphthalene	(-)-geosmin	L<>R
RHEA:30459	(1E,4S,5E,7R)-germacra-1(10),5-dien-11-ol = (1S,4aS)-1,4a-dimethyl-1,2,3,4,4a,5,6,8a-octahydronaphthalene + acetone	CHEBI:46734	CHEBI:61680	(1E,4S,5E,7R)-germacra-1(10),5-dien-11-ol	(1S,4aS)-1,4a-dimethyl-1,2,3,4,4a,5,6,8a-octahydronaphthalene	L<>R
RHEA:30463	(2Z,6Z)-farnesyl diphosphate = (+)-alpha-santalene + diphosphate	CHEBI:60374	CHEBI:61677	(2Z,6Z)-farnesyl diphosphate	(+)-alpha-santalene	L<>R
RHEA:30467	(2Z,6Z)-farnesyl diphosphate = (+)-endo-beta-bergamotene + diphosphate	CHEBI:60374	CHEBI:61678	(2Z,6Z)-farnesyl diphosphate	(+)-endo-beta-bergamotene	L<>R
RHEA:30471	(2Z,6Z)-farnesyl diphosphate = (-)-endo-alpha-bergamotene + diphosphate	CHEBI:60374	CHEBI:61679	(2Z,6Z)-farnesyl diphosphate	(-)-endo-alpha-bergamotene	L<>R
RHEA:30475	H2O + oroxylin A 7-O-beta-D-glucuronate = D-glucuronate + H(+) + oroxylin A	CHEBI:61674	CHEBI:77939	oroxylin A 7-O-beta-D-glucuronate	oroxylin A	L<>R
RHEA:30503	H2O + N-acetyl-L-glutamate 5-semialdehyde = acetate + L-glutamate 5-semialdehyde	CHEBI:29123	CHEBI:58066	N-acetyl-L-glutamate 5-semialdehyde	L-glutamate 5-semialdehyde	L<>R
RHEA:30507	2-demethylmenaquinone-8 + H(+) + NADH = 2-demethylmenaquinol-8 + NAD(+)	CHEBI:48455	CHEBI:61873	2-demethylmenaquinone-8	2-demethylmenaquinol-8	L<>R
RHEA:30511	2-demethylmenaquinone-8 + H(+) + NADPH = 2-demethylmenaquinol-8 + NADP(+)	CHEBI:48455	CHEBI:61873	2-demethylmenaquinone-8	2-demethylmenaquinol-8	L<>R
RHEA:30523	GTP + L-glutamate + oxidized coenzyme F420-1 = GDP + H(+) + oxidized coenzyme F420-2 + phosphate	CHEBI:59920	CHEBI:57922	oxidized coenzyme F420-1	oxidized coenzyme F420-2	L<>R
RHEA:30539	(R)-carnitinyl-CoA = (S)-carnitinyl-CoA	CHEBI:60932	CHEBI:62047	(R)-carnitinyl-CoA	(S)-carnitinyl-CoA	L<>R
RHEA:30547	(3S)-hydroxyhexanoyl-CoA = (2E)-hexenoyl-CoA + H2O	CHEBI:62075	CHEBI:62077	(3S)-hydroxyhexanoyl-CoA	(2E)-hexenoyl-CoA	L<>R
RHEA:30555	GTP + L-glutamate + oxidized F420-0 = GDP + H(+) + oxidized coenzyme F420-1 + phosphate	CHEBI:59907	CHEBI:59920	oxidized F420-0	oxidized coenzyme F420-1	L<>R
RHEA:30575	3 menaquinone-8 + protoporphyrinogen IX = 3 menaquinol-8 + protoporphyrin IX	CHEBI:57307	CHEBI:57306	protoporphyrinogen IX	protoporphyrin IX	L<>R
RHEA:30583	2-demethylmenaquinol-8 + H(+) + trimethylamine N-oxide = 2-demethylmenaquinone-8 + H2O + trimethylamine	CHEBI:61873,CHEBI:15724	CHEBI:48455	2-demethylmenaquinol-8,trimethylamine N-oxide	2-demethylmenaquinone-8	L<>R
RHEA:30587	2-demethylmenaquinol-8 + dimethyl sulfoxide = 2-demethylmenaquinone-8 + dimethyl sulfide + H2O	CHEBI:28262,CHEBI:61873	CHEBI:48455	dimethyl sulfoxide,2-demethylmenaquinol-8	2-demethylmenaquinone-8	L<>R
RHEA:30607	A + all-trans-phytofluene = AH2 + all-trans-zeta-carotene	CHEBI:28129	CHEBI:28068	all-trans-phytofluene	all-trans-zeta-carotene	L<>R
RHEA:30611	A + all-trans-zeta-carotene = AH2 + all-trans-neurosporene	CHEBI:28068	CHEBI:16833	all-trans-zeta-carotene	all-trans-neurosporene	L<>R
RHEA:30627	(2R)-2,3-dihydroxy-3-methylbutanoate + NAD(+) = (2S)-2-acetolactate + H(+) + NADH	CHEBI:49072	CHEBI:58476	(2R)-2,3-dihydroxy-3-methylbutanoate	(2S)-2-acetolactate	L<>R
