rheaid	reactionEquation	compoundID_L	compoundID_R	compoundName_L	compoundName_R
RHEA:20049	1-(5-phospho-beta-D-ribosyl)-5'-AMP + H2O = 1-(5-phospho-beta-D-ribosyl)-5-[(5-phospho-beta-D-ribosylamino)methylideneamino]imidazole-4-carboxamide	CHEBI:59457	CHEBI:58435	1-(5-phospho-beta-D-ribosyl)-5'-AMP	1-(5-phospho-beta-D-ribosyl)-5-[(5-phospho-beta-D-ribosylamino)methylideneamino]imidazole-4-carboxamide
RHEA:20053	NAD(+) + ribitol = D-ribulose + H(+) + NADH	CHEBI:15963	CHEBI:17173	ribitol	D-ribulose
RHEA:20061	2'-deoxycytidine + a ribonucleoside 5'-triphosphate = a ribonucleoside 5'-diphosphate + dCMP + H(+)	CHEBI:15698	CHEBI:57566	2'-deoxycytidine	dCMP
RHEA:20069	(Z)-phenylacetaldehyde oxime = H2O + phenylacetonitrile	CHEBI:50723	CHEBI:25979	(Z)-phenylacetaldehyde oxime	phenylacetonitrile
RHEA:20073	D-allothreonine = acetaldehyde + glycine	CHEBI:58645	NA	D-allothreonine	NA
RHEA:20081	H2O + N-methylhexanamide = hexanoate + methylamine	CHEBI:15860	NA	N-methylhexanamide	NA
RHEA:20085	a flavonol 3-O-beta-D-glucoside + malonyl-CoA = a flavonol 3-O-(6-O-malonyl-beta-D-glucoside) + CoA	CHEBI:16816	CHEBI:58034	a flavonol 3-O-beta-D-glucoside	a flavonol 3-O-(6-O-malonyl-beta-D-glucoside)
RHEA:20089	acetyl-CoA + L-leucine = CoA + H(+) + N-acetyl-L-leucine	NA	CHEBI:58270	NA	N-acetyl-L-leucine
RHEA:20093	an anthocyanidin + H(+) + UDP-alpha-D-glucose = an anthocyanidin 3-O-beta-D-glucoside + UDP	CHEBI:143576	CHEBI:16307	an anthocyanidin	an anthocyanidin 3-O-beta-D-glucoside
RHEA:20097	D-mannonate = 2-dehydro-3-deoxy-D-gluconate + H2O	CHEBI:17767	NA	D-mannonate	NA
RHEA:20113	beta-D-glucose 1-phosphate = beta-D-glucose 6-phosphate	CHEBI:57684	CHEBI:58247	beta-D-glucose 1-phosphate	beta-D-glucose 6-phosphate
RHEA:20133	3-(indol-3-yl)lactate + NAD(+) = H(+) + indole-3-pyruvate + NADH	CHEBI:17282	NA	3-(indol-3-yl)lactate	NA
RHEA:20137	10-deacetylbaccatin III + acetyl-CoA = baccatin III + CoA	CHEBI:18193	CHEBI:32898	10-deacetylbaccatin III	baccatin III
RHEA:20141	an S-alkyl-L-cysteine S-oxide = 2-aminoprop-2-enoate + an S-alkyl sulfenate	CHEBI:142409	CHEBI:22326	an S-alkyl-L-cysteine S-oxide	an S-alkyl sulfenate
RHEA:20157	2n [Fe(III)cytochrome c] + a polyvinyl alcohol = 2n [Fe(II)cytochrome c] + an oxidized polyvinyl alcohol + 2n H(+)	POLYMER:12871	POLYMER:12870	a polyvinyl alcohol	an oxidized polyvinyl alcohol
RHEA:20161	alpha-D-galactosyl-(1->3)-1D-myo-inositol + sucrose = myo-inositol + raffinose	CHEBI:17505	CHEBI:16634	alpha-D-galactosyl-(1->3)-1D-myo-inositol	raffinose
RHEA:20165	H2O + N(5)-acyl-L-ornithine ester = an alcohol + H(+) + N(5)-acyl-L-ornithine	CHEBI:83412	CHEBI:58111	N(5)-acyl-L-ornithine ester	N(5)-acyl-L-ornithine
RHEA:20177	pyridoxine + UDP-alpha-D-glucose = 5'-O-beta-D-glucosylpyridoxine + H(+) + UDP	CHEBI:16709	CHEBI:17382	pyridoxine	5'-O-beta-D-glucosylpyridoxine
RHEA:20181	alpha-D-mannose derivative + UDP-alpha-D-glucose = 6-(alpha-D-glucose-1-phospho)-alpha-D-mannosyl derivative + H(+) + UMP	CHEBI:27535	CHEBI:138011	alpha-D-mannose derivative	6-(alpha-D-glucose-1-phospho)-alpha-D-mannosyl derivative
RHEA:20185	a CMP-N-acyl-beta-neuraminate + H2O = an N-acylneuraminate + CMP + H(+)	CHEBI:68671	CHEBI:60073	a CMP-N-acyl-beta-neuraminate	an N-acylneuraminate
RHEA:20189	5,6-dihydrouracil + NAD(+) = H(+) + NADH + uracil	CHEBI:15901	NA	5,6-dihydrouracil	NA
RHEA:20193	(R)-mevalonate + NADP(+) = H(+) + mevaldate + NADPH	CHEBI:36464	CHEBI:58219	(R)-mevalonate	mevaldate
RHEA:20197	[heparosan-N-sulfate](n) = [heparan-N-sulfate](n)	POLYMER:9556	POLYMER:9557	[heparosan-N-sulfate](n)	[heparan-N-sulfate](n)
RHEA:20205	methylazoxymethanol + UDP-alpha-D-glucose = cycasin + H(+) + UDP	CHEBI:29323	CHEBI:17074	methylazoxymethanol	cycasin
RHEA:20213	[glycine-cleavage complex H protein]-N(6)-octanoyl-L-lysine + [lipoyl-carrier protein]-L-lysine = [glycine-cleavage complex H protein]-L-lysine + [lipoyl-carrier protein]-N(6)-octanoyl-L-lysine	GENERIC:10500,GENERIC:10504	GENERIC:10501,GENERIC:10503	[lipoyl-carrier protein]-L-lysine,[glycine-cleavage complex H protein]-N(6)-octanoyl-L-lysine	[glycine-cleavage complex H protein]-L-lysine,[lipoyl-carrier protein]-N(6)-octanoyl-L-lysine
RHEA:20217	H(+) + trimethylamine N-oxide = dimethylamine + formaldehyde	CHEBI:15724	CHEBI:58040	trimethylamine N-oxide	dimethylamine
RHEA:20233	a 7beta-hydroxysteroid + NADP(+) = a 7-oxosteroid + H(+) + NADPH	CHEBI:35349	CHEBI:47789	a 7beta-hydroxysteroid	a 7-oxosteroid
RHEA:20237	(1S,4S)-5-oxo-1,2-campholide = [(1R)-2,2,3-trimethyl-2-oxocyclopent-3-en-1-yl]acetate + H(+)	CHEBI:66896	CHEBI:64815	(1S,4S)-5-oxo-1,2-campholide	[(1R)-2,2,3-trimethyl-2-oxocyclopent-3-en-1-yl]acetate
RHEA:20253	(2R,3S)-2,3-dimethylmalate = dimethylmaleate + H2O	CHEBI:57422	CHEBI:17081	(2R,3S)-2,3-dimethylmalate	dimethylmaleate
RHEA:20257	3-methyloxindole + NADP(+) = 3-methyleneoxindole + H(+) + NADPH	CHEBI:17397	CHEBI:17920	3-methyloxindole	3-methyleneoxindole
RHEA:20269	4-(4-deoxy-alpha-D-galact-4-enuronosyl)-D-galacturonate = 2 5-dehydro-4-deoxy-D-glucuronate	CHEBI:60189	CHEBI:17117	4-(4-deoxy-alpha-D-galact-4-enuronosyl)-D-galacturonate	5-dehydro-4-deoxy-D-glucuronate
RHEA:20277	acetyl-CoA + an N-hydroxyarylamine = an N-acetoxyarylamine + CoA	CHEBI:13792	CHEBI:21494	an N-hydroxyarylamine	an N-acetoxyarylamine
RHEA:20281	3'-phosphoadenylyl sulfate + desulfoglucotropeolin = adenosine 3',5'-bisphosphate + glucotropeolin + H(+)	CHEBI:15911	CHEBI:58021	desulfoglucotropeolin	glucotropeolin
RHEA:20285	beta-D-galactopyranosyl-(1->3)-N-acetyl-D-glucosamine + phosphate = alpha-D-galactose 1-phosphate + N-acetyl-D-glucosamine	CHEBI:27707	CHEBI:58336	beta-D-galactopyranosyl-(1->3)-N-acetyl-D-glucosamine	alpha-D-galactose 1-phosphate
RHEA:20293	3-(3,5-diiodo-4-hydroxyphenyl)lactate + NAD(+) = 3-(3,5-diiodo-4-hydroxyphenyl)pyruvate + H(+) + NADH	CHEBI:57647	CHEBI:58023	3-(3,5-diiodo-4-hydroxyphenyl)lactate	3-(3,5-diiodo-4-hydroxyphenyl)pyruvate
RHEA:20297	an anilide + H2O = a carboxylate + aniline + H(+)	CHEBI:13248	CHEBI:17296	an anilide	aniline
RHEA:20305	4-hydroxybenzaldehyde + H2O + NAD(+) = 4-hydroxybenzoate + 2 H(+) + NADH	CHEBI:17597	NA	4-hydroxybenzaldehyde	NA
RHEA:20317	L-proline + NADP(+) = 1-pyrroline-2-carboxylate + H(+) + NADPH	NA	CHEBI:39785	NA	1-pyrroline-2-carboxylate
RHEA:20321	L-proline + NAD(+) = 1-pyrroline-2-carboxylate + H(+) + NADH	NA	CHEBI:39785	NA	1-pyrroline-2-carboxylate
RHEA:20325	N-hydroxy-4-acetylaminobiphenyl = N-acetoxy-4-aminobiphenyl	CHEBI:16434	CHEBI:16395	N-hydroxy-4-acetylaminobiphenyl	N-acetoxy-4-aminobiphenyl
RHEA:20337	(R)-2-O-sulfolactate + H2O = (R)-lactate + H(+) + sulfate	CHEBI:58737	NA	(R)-2-O-sulfolactate	NA
RHEA:20341	sn-glycerol 3-phosphate + UDP-alpha-D-galactose = 1-O-alpha-D-galactosyl-sn-glycerol 3-phosphate + H(+) + UDP	NA	CHEBI:58330	NA	1-O-alpha-D-galactosyl-sn-glycerol 3-phosphate
RHEA:20353	A + chloride + H(+) + trichloroethene = AH2 + tetrachloroethene	CHEBI:16602	CHEBI:17300	trichloroethene	tetrachloroethene
RHEA:20377	3alpha-hydroxy-5alpha-androstan-17-one + NADP(+) = 5alpha-androstan-3,17-dione + H(+) + NADPH	CHEBI:16032	CHEBI:15994	3alpha-hydroxy-5alpha-androstan-17-one	5alpha-androstan-3,17-dione
RHEA:20381	3alpha-hydroxy-5alpha-androstan-17-one + NAD(+) = 5alpha-androstan-3,17-dione + H(+) + NADH	CHEBI:16032	CHEBI:15994	3alpha-hydroxy-5alpha-androstan-17-one	5alpha-androstan-3,17-dione
RHEA:20393	holo-[citrate lyase ACP] + S-acetylphosphopantotheine = acetyl-[citrate lyase ACP] + D-pantetheine 4'-phosphate	GENERIC:10158,CHEBI:58555	GENERIC:13710,CHEBI:61723	holo-[citrate lyase ACP],S-acetylphosphopantotheine	acetyl-[citrate lyase ACP],D-pantetheine 4'-phosphate
RHEA:20397	L-cysteine + O-succinyl-L-homoserine = H(+) + L,L-cystathionine + succinate	CHEBI:57661	CHEBI:58161	O-succinyl-L-homoserine	L,L-cystathionine
RHEA:20401	a beta-lactam + H2O = a substituted beta-amino acid	CHEBI:35627	CHEBI:140347	a beta-lactam	a substituted beta-amino acid
RHEA:20405	H2O + N-acetyl-LL-2,6-diaminoheptanedioate = acetate + LL-2,6-diaminoheptanedioate	CHEBI:58767	CHEBI:57609	N-acetyl-LL-2,6-diaminoheptanedioate	LL-2,6-diaminoheptanedioate
RHEA:20421	alpha-maltose 6'-phosphate + H2O = D-glucose + D-glucose 6-phosphate	CHEBI:57478	NA	alpha-maltose 6'-phosphate	NA
RHEA:20433	NAD(+) + xylitol = D-xylulose + H(+) + NADH	CHEBI:17151	CHEBI:17140	xylitol	D-xylulose
RHEA:20437	5D-5-O-methyl-chiro-inositol + NADP(+) = 2D-5-O-methyl-2,3,5/4,6-pentahydroxycyclohexanone + H(+) + NADPH	CHEBI:28548	CHEBI:16058	5D-5-O-methyl-chiro-inositol	2D-5-O-methyl-2,3,5/4,6-pentahydroxycyclohexanone
RHEA:20445	L-arogenate + oxaloacetate = L-aspartate + prephenate	CHEBI:58180	CHEBI:29934	L-arogenate	prephenate
RHEA:20453	scopoletin + UDP-alpha-D-glucose = H(+) + scopolin + UDP	CHEBI:17488	CHEBI:16065	scopoletin	scopolin
RHEA:20457	D-arabinose + NAD(+) = D-arabinono-1,4-lactone + H(+) + NADH	CHEBI:46994	CHEBI:16292	D-arabinose	D-arabinono-1,4-lactone
RHEA:20465	[hyaluronan](n) + UDP-N-acetyl-alpha-D-glucosamine = H(+) + N-acetyl-beta-D-glucosaminyl-(1->4)-[hyaluronan](n) + UDP	POLYMER:12583	POLYMER:12585	[hyaluronan](n)	N-acetyl-beta-D-glucosaminyl-(1->4)-[hyaluronan](n)
RHEA:20481	3'-phosphoadenylyl sulfate + coelenterazine h = adenosine 3',5'-bisphosphate + H(+) + luciferyl sulfate	CHEBI:16531	CHEBI:58242	coelenterazine h	luciferyl sulfate
RHEA:20489	1,2-diacyl-sn-glycero-3-phospho-(1'-sn-glycerol) + L-alanyl-tRNA(Ala) = 1,2-diacyl-sn-glycero-3-phospho-1'-(3'-O-L-alanyl)-sn-glycerol + tRNA(Ala)	GENERIC:9923	GENERIC:9657,CHEBI:75793	L-alanyl-tRNA(Ala)	tRNA(Ala),1,2-diacyl-sn-glycero-3-phospho-1'-(3'-O-L-alanyl)-sn-glycerol
RHEA:20493	an N-acetyl-beta-D-glucosaminyl derivative + UDP-N-acetyl-alpha-D-galactosamine = an N-acetyl-beta-D-galactosaminyl-(1->4)-N-acetyl-beta-D-glucosaminyl derivative + H(+) + UDP	CHEBI:61631	CHEBI:138027	an N-acetyl-beta-D-glucosaminyl derivative	an N-acetyl-beta-D-galactosaminyl-(1->4)-N-acetyl-beta-D-glucosaminyl derivative
RHEA:20497	2-arylethylamine + acetyl-CoA = CoA + H(+) + N-acetyl-2-arylethylamine	CHEBI:77827	CHEBI:55469	2-arylethylamine	N-acetyl-2-arylethylamine
RHEA:20505	an alpha-(gamma-L-glutamyl)-L-amino acid = 5-oxo-L-proline + an L-alpha-amino acid	CHEBI:71304	CHEBI:58402	an alpha-(gamma-L-glutamyl)-L-amino acid	5-oxo-L-proline
RHEA:20521	(R)-3-hydroxybutanoate + NAD(+) = acetoacetate + H(+) + NADH	CHEBI:10983	NA	(R)-3-hydroxybutanoate	NA
RHEA:20533	H2O + pyridoxal 5'-phosphate = phosphate + pyridoxal	CHEBI:597326	NA	pyridoxal 5'-phosphate	NA
RHEA:20537	H2O + holo-[ACP] = apo-[ACP] + D-pantetheine 4'-phosphate + H(+)	NA	GENERIC:9690,CHEBI:61723	NA	apo-[ACP],D-pantetheine 4'-phosphate
RHEA:20549	2 [Fe(III)cytochrome c] + 2 thiosulfate = 2 [Fe(II)cytochrome c] + 2 H(+) + tetrathionate	NA	CHEBI:15226	NA	tetrathionate
RHEA:20553	(R)-methylmalonyl-CoA = (S)-methylmalonyl-CoA	CHEBI:57326	NA	(R)-methylmalonyl-CoA	NA
RHEA:20565	(2E)-geranyl diphosphate + H2O = (1S,2S,4R)-endo-fenchol + diphosphate	NA	CHEBI:15405	NA	(1S,2S,4R)-endo-fenchol
RHEA:20577	3-hydroxyaminophenol = aminohydroquinone	CHEBI:50446	CHEBI:13769	3-hydroxyaminophenol	aminohydroquinone
RHEA:20589	glutaryl-CoA + H(+) + oxidized [electron-transfer flavoprotein] = (2E)-glutaconyl-CoA + reduced [electron-transfer flavoprotein]	CHEBI:57378	CHEBI:57353	glutaryl-CoA	(2E)-glutaconyl-CoA
RHEA:20593	H2O + N-acetyl-D-glucosamine = acetate + D-glucosamine	NA	CHEBI:58723	NA	D-glucosamine
RHEA:20597	2 L-cysteine + NAD(+) = H(+) + L-cystine + NADH	NA	CHEBI:35491	NA	L-cystine
RHEA:20601	formaldehyde + mycothiol + NAD(+) = H(+) + NADH + S-formylmycothiol	CHEBI:16768	CHEBI:15735	mycothiol	S-formylmycothiol
RHEA:20605	cytosine + H(+) + H2O = NH4(+) + uracil	CHEBI:16040	NA	cytosine	NA
RHEA:20609	2-dehydro-3-deoxy-D-arabinonate = glycolaldehyde + pyruvate	CHEBI:16699	NA	2-dehydro-3-deoxy-D-arabinonate	NA
RHEA:20613	3'-phosphoadenylyl sulfate + a beta-D-galactosyl-(1<->1')-N-acylsphing-4-enine = adenosine 3',5'-bisphosphate + H(+) + N-acyl-1-beta-D-(3-O-sulfo)-galactosyl-sphing-4-enine	CHEBI:18390	CHEBI:75956	a beta-D-galactosyl-(1<->1')-N-acylsphing-4-enine	N-acyl-1-beta-D-(3-O-sulfo)-galactosyl-sphing-4-enine
RHEA:20625	2 [Fe(III)-cytochrome c3] + H2 = 2 [Fe(II)-cytochrome c3] + 2 H(+)	GENERIC:11576	GENERIC:11577	[Fe(III)-cytochrome c3]	[Fe(II)-cytochrome c3]
RHEA:20629	H2O + O-phospho-L-seryl-[protein] = L-seryl-[protein] + phosphate	GENERIC:11604	NA	O-phospho-L-seryl-[protein]	NA
RHEA:20633	a (3R)-hydroxyacyl-[ACP] + L-ornithine = a lyso-ornithine lipid + H(+) + holo-[ACP]	GENERIC:9945	CHEBI:138482	a (3R)-hydroxyacyl-[ACP]	a lyso-ornithine lipid
RHEA:20637	D-fructose + D-glucose = D-glucono-1,5-lactone + D-sorbitol	NA	CHEBI:17924	NA	D-sorbitol
RHEA:20641	H2O + L-histidinol + 2 NAD(+) = 3 H(+) + L-histidine + 2 NADH	CHEBI:57699	NA	L-histidinol	NA
RHEA:20649	23,24-dihydrocucurbitacin B + NADP(+) = cucurbitacin B + H(+) + NADPH	CHEBI:62217	CHEBI:3941	23,24-dihydrocucurbitacin B	cucurbitacin B
RHEA:20653	23,24-dihydrocucurbitacin B + NAD(+) = cucurbitacin B + H(+) + NADH	CHEBI:62217	CHEBI:3941	23,24-dihydrocucurbitacin B	cucurbitacin B
RHEA:20657	4-chlorophenylacetonitrile + 2 H2O = 4-chlorophenylacetate + NH4(+)	CHEBI:17346	CHEBI:16237	4-chlorophenylacetonitrile	4-chlorophenylacetate
RHEA:20661	D-alanyl-D-alanine + H2O = 2 D-alanine	CHEBI:57822	NA	D-alanyl-D-alanine	NA
RHEA:20665	1,5-anhydro-D-glucitol + NADP(+) = 1,5-anhydro-D-fructose + H(+) + NADPH	CHEBI:16070	CHEBI:16715	1,5-anhydro-D-glucitol	1,5-anhydro-D-fructose
RHEA:20677	alizarin + UDP-alpha-D-glucose = 1-hydroxy-2-(beta-D-glucosyloxy)-9,10-anthraquinone + H(+) + UDP	CHEBI:16866	CHEBI:17770	alizarin	1-hydroxy-2-(beta-D-glucosyloxy)-9,10-anthraquinone
RHEA:20681	cis-zeatin + UDP-alpha-D-glucose = H(+) + O-beta-D-glucosyl-cis-zeatin + UDP	CHEBI:46570	CHEBI:29043	cis-zeatin	O-beta-D-glucosyl-cis-zeatin
RHEA:20685	galactitol + NAD(+) = H(+) + keto-D-tagatose + NADH	CHEBI:16813	CHEBI:47693	galactitol	keto-D-tagatose
RHEA:20689	chlorogenate + H2O = (E)-caffeate + H(+) + L-quinate	CHEBI:57644	CHEBI:57770,CHEBI:29751	chlorogenate	(E)-caffeate,L-quinate
RHEA:20704	a D-alpha-amino acid + acetyl-CoA = an N-acetyl-D-amino acid + CoA + H(+)	CHEBI:59871	CHEBI:58496	a D-alpha-amino acid	an N-acetyl-D-amino acid
RHEA:20716	H(+) + H2O + S-adenosyl-L-homocysteine = NH4(+) + S-inosyl-L-homocysteine	NA	CHEBI:57985	NA	S-inosyl-L-homocysteine
RHEA:20720	H2O + isopenicillin N + phenylacetyl-CoA = CoA + H(+) + L-2-aminoadipate + penicillin G	CHEBI:58399,CHEBI:57390	CHEBI:58672,CHEBI:51354	isopenicillin N,phenylacetyl-CoA	L-2-aminoadipate,penicillin G
RHEA:20724	a 4-saturated-(3S)-hydroxyacyl-CoA = a (3E)-enoyl-CoA + H2O	CHEBI:137480	CHEBI:58521	a 4-saturated-(3S)-hydroxyacyl-CoA	a (3E)-enoyl-CoA
RHEA:20736	acetyl-CoA + glycine = (2S)-2-amino-3-oxobutanoate + CoA	NA	CHEBI:78948	NA	(2S)-2-amino-3-oxobutanoate
RHEA:20740	H2O + trans-2,3-epoxysuccinate = (2R,3S)-tartrate	CHEBI:57558	CHEBI:30928	trans-2,3-epoxysuccinate	(2R,3S)-tartrate
RHEA:20744	NADP(+) + prostaglandin D2 = 15-dehydro-prostaglandin D2 + H(+) + NADPH	CHEBI:57406	CHEBI:57408	prostaglandin D2	15-dehydro-prostaglandin D2
RHEA:20752	2 cob(II)alamin + H(+) + 2 H2O + NADP(+) = 2 aquacob(III)alamin + NADPH	CHEBI:16304	CHEBI:15852	cob(II)alamin	aquacob(III)alamin
RHEA:20756	caffeoyl-CoA + isocitrate = 2-caffeoylisocitrate + CoA	CHEBI:57372,CHEBI:16087	CHEBI:57663	caffeoyl-CoA,isocitrate	2-caffeoylisocitrate
RHEA:20772	2 6,7-dimethyl-8-(1-D-ribityl)lumazine + H(+) = 5-amino-6-(D-ribitylamino)uracil + riboflavin	CHEBI:58201	CHEBI:15934	6,7-dimethyl-8-(1-D-ribityl)lumazine	5-amino-6-(D-ribitylamino)uracil
RHEA:20776	alpha-D-galactosyl-(1->3)-1D-myo-inositol + raffinose = myo-inositol + stachyose	CHEBI:16634,CHEBI:17505	CHEBI:17164	raffinose,alpha-D-galactosyl-(1->3)-1D-myo-inositol	stachyose
RHEA:20784	H2O + N(omega)-(ADP-D-ribosyl)-L-arginine = ADP-D-ribose + L-arginine	CHEBI:60267	NA	N(omega)-(ADP-D-ribosyl)-L-arginine	NA
RHEA:20788	NAD(+) + phosphate = ADP-D-ribose 1''-phosphate + H(+) + nicotinamide	NA	CHEBI:58753	NA	ADP-D-ribose 1''-phosphate
RHEA:20796	aldehydo-D-ribose = D-ribulose	CHEBI:47014	CHEBI:17173	aldehydo-D-ribose	D-ribulose
RHEA:20800	3-O-(beta-D-GlcA-(1->3)-beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-seryl-[protein] + UDP-N-acetyl-alpha-D-galactosamine = 3-O-(beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-seryl-[protein] + H(+) + UDP	GENERIC:14058	GENERIC:14059	3-O-(beta-D-GlcA-(1->3)-beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-seryl-[protein]	3-O-(beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-seryl-[protein]
RHEA:20804	2-methyl-3-oxopropanoate + CoA + H2O + NAD(+) = H(+) + hydrogencarbonate + NADH + propanoyl-CoA	CHEBI:57700	NA	2-methyl-3-oxopropanoate	NA
RHEA:20808	acetyl-CoA + N-acetylneuraminate = CoA + N-acetyl-7-O-acetylneuraminate	NA	CHEBI:28944	NA	N-acetyl-7-O-acetylneuraminate
RHEA:20812	(3S)-citryl-CoA = acetyl-CoA + oxaloacetate	CHEBI:57321	NA	(3S)-citryl-CoA	NA
RHEA:20816	3alpha-hydroxyglycyrrhetinate + NADP(+) = 3-oxoglycyrrhetinate + H(+) + NADPH	CHEBI:57729	CHEBI:57760	3alpha-hydroxyglycyrrhetinate	3-oxoglycyrrhetinate
RHEA:20820	choline sulfate + H2O = choline + H(+) + sulfate	CHEBI:16822	NA	choline sulfate	NA
RHEA:20836	all-trans-hexaprenyl diphosphate + isopentenyl diphosphate = all-trans-heptaprenyl diphosphate + diphosphate	CHEBI:58179	CHEBI:58206	all-trans-hexaprenyl diphosphate	all-trans-heptaprenyl diphosphate
RHEA:20860	(1S,6R)-isopiperitenol + NAD(+) = (6R)-isopiperitenone + H(+) + NADH	CHEBI:15406	CHEBI:15408	(1S,6R)-isopiperitenol	(6R)-isopiperitenone
RHEA:20864	alpha,alpha-trehalose 6-phosphate + phosphate = beta-D-glucose 1-phosphate + D-glucose 6-phosphate	CHEBI:58429	CHEBI:57684	alpha,alpha-trehalose 6-phosphate	beta-D-glucose 1-phosphate
RHEA:20872	(20S)-ginsenoside Rd + UDP-alpha-D-glucose = (20S)-ginsenoside Rb1 + H(+) + UDP	CHEBI:67988	CHEBI:67989	(20S)-ginsenoside Rd	(20S)-ginsenoside Rb1
RHEA:20876	(R)-2-benzylsuccinyl-CoA + H(+) + oxidized [electron-transfer flavoprotein] = (E)-2-benzylidenesuccinyl-CoA + reduced [electron-transfer flavoprotein]	CHEBI:57253	CHEBI:58519	(R)-2-benzylsuccinyl-CoA	(E)-2-benzylidenesuccinyl-CoA
RHEA:20880	10-hydroxydecanoate + NAD(+) = 10-oxodecanoate + H(+) + NADH	CHEBI:11305	CHEBI:58022	10-hydroxydecanoate	10-oxodecanoate
RHEA:20884	H2O + L-serine + NAD(+) = 3-hydroxypyruvate + H(+) + NADH + NH4(+)	NA	CHEBI:17180	NA	3-hydroxypyruvate
RHEA:20888	3-hydroxy-2-methylpropanoyl-CoA + H2O = 3-hydroxy-2-methylpropanoate + CoA + H(+)	CHEBI:57340	CHEBI:11805	3-hydroxy-2-methylpropanoyl-CoA	3-hydroxy-2-methylpropanoate
RHEA:20892	butanoyl-CoA + phosphate = butanoyl phosphate + CoA	NA	CHEBI:58079	NA	butanoyl phosphate
RHEA:20904	(2S)-2-hydroxypropyl-coenzyme M = (S)-1,2-epoxypropane + coenzyme M	CHEBI:58430	CHEBI:28982	(2S)-2-hydroxypropyl-coenzyme M	(S)-1,2-epoxypropane
RHEA:20908	3-O-{alpha-D-GlcNAc-[(1->4)-beta-D-GlcA-(1->4)-alpha-D-GlcNAc](n)-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl}-L-seryl-[protein] + UDP-alpha-D-glucuronate = 3-O-{[(1->4)-beta-D-GlcA-(1->4)-alpha-D-GlcNAc](n+1)-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl}-L-seryl-[protein] + H(+) + UDP	POLYMER:12623	POLYMER:14295	3-O-{alpha-D-GlcNAc-[(1->4)-beta-D-GlcA-(1->4)-alpha-D-GlcNAc](n)-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl}-L-seryl-[protein]	3-O-{[(1->4)-beta-D-GlcA-(1->4)-alpha-D-GlcNAc](n+1)-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl}-L-seryl-[protein]
RHEA:20912	all-trans-geranylgeranyl diphosphate = diphosphate + taxa-4,11-diene	NA	CHEBI:30037	NA	taxa-4,11-diene
RHEA:20916	L-cysteine + sulfite = hydrogen sulfide + L-cysteate	NA	CHEBI:58090	NA	L-cysteate
RHEA:20924	a [peptide]-C-terminal (2S)-2-hydroxyglycine = a [peptide]-C-terminal amide + glyoxylate	GENERIC:15321	GENERIC:13485	a [peptide]-C-terminal (2S)-2-hydroxyglycine	a [peptide]-C-terminal amide
RHEA:20932	L-erythrulose 1-phosphate = dihydroxyacetone phosphate + formaldehyde	CHEBI:58002	NA	L-erythrulose 1-phosphate	NA
RHEA:20936	2,3-dihydroxy-3-methylbutanoate = 3-methyl-2-oxobutanoate + H2O	CHEBI:11424	NA	2,3-dihydroxy-3-methylbutanoate	NA
RHEA:20952	N-acetyl-alpha-D-glucosaminyl-1-diphospho-di-trans,octa-cis-undecaprenol + UDP-alpha-D-glucose = beta-D-glucosyl-(1->4)-N-acetyl-alpha-D-glucosaminyl di-trans,octa-cis-undecaprenyl diphosphate + H(+) + UDP	CHEBI:62959	CHEBI:132174	N-acetyl-alpha-D-glucosaminyl-1-diphospho-di-trans,octa-cis-undecaprenol	beta-D-glucosyl-(1->4)-N-acetyl-alpha-D-glucosaminyl di-trans,octa-cis-undecaprenyl diphosphate
RHEA:20960	1D-myo-inositol hexakisphosphate + H2O = 1D-myo-inositol 1,2,3,5,6-pentakisphosphate + phosphate	CHEBI:58130	CHEBI:58747	1D-myo-inositol hexakisphosphate	1D-myo-inositol 1,2,3,5,6-pentakisphosphate
RHEA:20964	2-oxoglutarate + L-kynurenine = 4-(2-aminophenyl)-2,4-dioxobutanoate + L-glutamate	CHEBI:57959	CHEBI:58147	L-kynurenine	4-(2-aminophenyl)-2,4-dioxobutanoate
RHEA:20968	L-arabinonate = 2-dehydro-3-deoxy-L-arabinonate + H2O	CHEBI:16501	CHEBI:35173	L-arabinonate	2-dehydro-3-deoxy-L-arabinonate
